wiI7pd,comentarios_traducidos,polaridad,etiquetas_TB
hoy 201023 mi esposo se encuentra desde las 4 de la tarde en este hospital si así se le puede llamar porque presenta inflamación en los ganglios linfaticospero para las enfermeras de este lugar eso no es una emergencia y por ende,"Terrible service, it seems like everyone is on vacation, no one pays attention, everyone is chattering.",-1.0,negativo
la atención mala mi hija muy mal y no dan la prioridad a niños y adultos mayores están afuera padeciendo y nadie les atiende rápido,"The care given to the patients is terrible, they don't even understand the word medical emergency, there are elderly people who should be the property of children, but they don't even do that, gentlemen.",-0.5,negativo
un pésimo servicio parece que todo mundo está se vacaciones nadie atiende todos en la cháchara,"You come with time to have your vital signs taken at 720 in the morning since you have medical information at 820
You go early so that the shifts do not become crowded and they do not attend to you later",0.05,positivo
es pésimamente la atención a los pacientes ni siquiera entienden la palabra de urgencia médica hay  son de tercera edad q deberían ser la propiedad de atención  los niños pero ni ha eso señores,constant broadcast of optical advertising throughout the sector,0.0,neutro
perifoneo constante de propaganda de ópticas por el sector,"When I arrived they treated my daughter better than a private clinic, I left very satisfied",0.2875,positivo
cuando llegue le atendieron a mi hija mejor que clínica privada salí muy satisfecha,"It is a waste of money, insurance pays for insurance to be well cared for. I arrived with a high temperature in the early morning at 410am and they made us wait outside in the cold for almost two hours. It is useless to have insurance.",-0.17333333333333334,negativo
es un desperdicio de dinero el seguro se paga un seguro por ser bien atendido llegué con temperatura alta en la madrugada 410am y nos hicieron esperar afuera en el frío casi dos horas no sirve de nada tener seguro,"The validation area does not treat you with kindness, better go to the doctors or nurses who still have some decency and love for helping the patient, who are very likely to treat you and not have to wait months for your shift change.",0.3333333333333333,positivo
la área de validacion no tratan con amabilidad mejor diríjase a los doctores o enfermeras cuáles aún tienen algo de decencia y amor por ayudar al enfermo que es muy posible que les atiendan y no tengan que esperar meses en su cabio de turno,"The care is bad, my daughter is in very bad shape, and they don't give priority to children and the elderly, they are outside suffering and no one attends to them quickly.",-0.3191666666666666,negativo
me realice una cirugía desde las cita previas excelente atención puntualidad aseo y personal muy prefesional,"I performed surgery from the previous appointments, excellent attention, punctuality, cleanliness and very professional staff.",0.3211111111111111,positivo
emergencias me atendió de inmediato por el estado en que me encontraba no hubo tetanol salí de ahí y me tocó buscar en otros lugares consiguiendo únicamente en novaclinica quienes para administrar el medicamento me hicieron regresar al,"The emergency room treated me immediately due to the state I was in. There was no tetanol. I left there and had to look in other places, only finding Novaclinica, who made me return to the hospital to administer the medication.",-0.0625,negativo
pésima atención se demoran en hacer pasar los turnos sí los usuarios que ya se encuentran ahí para el respectivo turno deberían hacerlos pasar si el que llegó atrasado que pena que aprenda a ser puntual al turno asignado y por impuntual no va perjudicar a los que si llegan puntuales,"Terrible attention, they take a long time to make the shifts pass. Yes, the users who are already there for the respective shift should make them pass. If the one who arrived late, what a shame he learns to be punctual for the assigned shift and being unpunctual will not harm those who do arrive. punctual",-0.3375,negativo
los tiempos de espera en dias normales no son largos son muy largos eso si los dias despues del feriado esos dias se llenan de gente buscando certificados hay carencia de especialistas en la emergencia aunque la mayoria del tiempo hay,"The waiting times on normal days are not long, they are very long, but on the days after the holiday, those days are filled with people looking for certificates, there is a lack of emergency specialists, although most of the time there are",0.202,positivo
el tiempo de espera es demasiado la atención es buena pero no hay medicinas toca salir  fuera del hospital y eso está mal ya q estamos aportando,"The waiting time is too long, the care is good but there is no medicine, we have to leave the hospital and that is wrong since we are contributing",0.04999999999999997,positivo
si pudiera poner 0 estrellas lo hiciera 5 horas en emergencia y nunca fue atentido mi hermano no es gratis es pagado la peor atención que verguenza de servicio,"If I could give 0 stars I would do it for 5 hours in an emergency and he was never attended to, my brother is not free, he is paid for the worst attention, what a shame of service",-0.6,negativo
hospital del día sangolqui posee grandes y cómodas instalaciones adecuadas para los pacientes que acuden porservicios médicos a sus instalaciones constituye uno de los hospitales que conforman la red de servicios médicos delieess la,Sangolqui Day Hospital has large and comfortable facilities suitable for patients who come for medical services to its facilities. It is one of the hospitals that make up the medical services network of Liess La,0.23285714285714287,positivo
falta de atención con rapidez,lack of attention quickly,0.3333333333333333,positivo
es una pésima atención han pasado mas de una hora supuesta mente atendiendo un paciente y resulta q era familia del doctor se supone q emergencias se las  su nombre lo dice por emergencia me parece una falta de respeto de parte del drmoncayo de medicina general 1,This hospital is open 24 hours a day but the care is very bad for a minimum you have to wait 4 hours even if you are paying for the service the truth is it is very poor I think they don't really care,-0.30749999999999994,negativo
este hospital está abierto las 24 horas del día pero la atención es muy mala para una  mínimo hay que esperar 4 horas aunque estés pagando por el servicio la verdad es muy deficiente creo que realmente no atienden,"With President Lasso everything got worse, what a shame because the health system in Ecuador was a benchmark 10 years ago",-0.4,negativo
es un hospital del día q presta atención 247 y cubre carias especialodades ademas cuenta con área de emergencias quirófano fisiatria consulta externa imagenología y rx atencion y club del adulto mayor y crónicos metábolicos y todos unos excelentes profesionales al servicio de los afiliados,"It is a day hospital that provides 247 care and covers several specialties. It also has an emergency area, operating room, physiatry, outpatient consultation, imaging and X-ray, care and club for the elderly and chronic metabolic patients, and all excellent professionals at the service of members.",0.5,positivo
con el presidente lasso todo empeoró que pena porque ella sistema de salud en ecuador era un referente hace 10 años,"terrible service, terrible service, the attention for mentioning in the emergency area the attention in the sector where the shifts are given uhhh that person who attends to me there are people like that who are in those positions, terrible, it seemed dumb that should change, put people who are truly useful",-0.615,negativo
pesimo servisio  de entrada no hay una ventanilla done se pueda preguntar se le pregunta a alguna enfermera o doctora no saben nada bueno me puse en la fila donde deriban los examenes parada una hora en la fila llego a la,Terrible entrance service. There is no window where you can ask. You ask a nurse or doctor. They don't know anything. I got in the line where they take the exams. I stood in line for an hour.,-1.0,negativo
pésimo servicio  el servicio pésimo la atención  por mencionarle en el área de emergencias  la atención en el sector donde se dan los turnos  uhhh esa persona que atiende  me  hay gente así que esta en esos puestos  pésimoparecía mudo  eso debe cambiar poner gente que verdaderamente sirva de algo,"The service is a little slow and there are several people who serve with a bad attitude, of course it is not all of them but it does leave a lot to be desired.",-0.296875,negativo
la atención es un poco lenta y hay varias personas que atienden con mala actitud por supuesto no son todos pero si deja bastante que desear,You always have to wait in very long lines to get appointments and you have to go on different days to get them.,-0.0325,negativo
siempre hay que hacer filas larguísimas para sacar turnos y hay que hay que ir en días diferentes para sacarlas,"Terrible, the cleaning supplies are not adequate, they use the same syringe as the medication for nebulizations on weekends, apart from the fact that they do not wear gloves or a mask and they do not protect themselves with antibacterial gel.
lousy lousy lousy",-0.4444444444444445,negativo
"pesimo los suministros de aseo no son los adecuados usan la misma jeringa de la medicacion para nebulizaciones fines de semanaaparte q no una guantes ni mascarilla y no se protegen con gel antibacterial
pesimo pesimo pesimo","Terrible attention, the staff is slow and indolent, and they are not capable of taking care of simple things. I went to the emergency room with my daughter for a broken arm and after losing more than an hour they told me to go to another hospital because they do not have a traumatologist.",-0.2166666666666667,negativo
pésima atención el personal es lento e indolente además que no son capaces de atender cosas sencillas asistí a emergencias con mi hija por una fractura de brazo y después de perder más de una hora me dijeron que vaya a otro hospital porque ellos no tienen traumatologo,"They let whoever they want in due to preferences, if they are friends or family, they do not make them wait 4 hours for emergencies.",-0.125,negativo
dejan pasar a quien les dé gana por preferencias si son amigos o familiares no les hacen esperar 4 horas por emergencia,It is a terrible service. They spent more than an hour supposedly attending to a patient and it turns out that he was the doctor's family. It is supposed that emergencies are given to him. His name says it as an emergency. It seems to me a lack of respect on the part of the doctor from general medicine 1,-0.1375,negativo
imposible una cita medicina general las autoridades están ausentes no hay información el call center demuestra la ineptitud de la atención no se pude conseguir cita para cuándo,impossible to make an appointment for general medicine the authorities are absent there is no information the call center demonstrates the ineptitude of the care it was not possible to get an appointment for when,-0.17916666666666664,negativo
me he operado aqui y me trataron muy bienmuy amables todos y muy profesionales sin duda una buena experiencia,"I have had surgery here and they treated me very well, everyone was very friendly and very professional, it was definitely a good experience.",0.379375,positivo
hola necesito ayuda por favor esq a mi hijo tienen q operarle de los testículos el tiene 2 años y medio pero no sé si le operen ahí mismo o le manden al vaca ortiz alguien me puede ayudar,"Hello, I need help, please, because my son has to have surgery on his testicles. He is 2 and a half years old, but I don't know if they will operate on him right there or if they will send Vaca Ortiz to him. Can someone help me?",0.07301587301587302,positivo
tuve una buena atención en odontología,could improve care for those with a greater interest in health,0.5,positivo
podrían mejorar la atención a los  tener más interés en la salud,"All public hospitals for medical examinations leave at 500 am, many people",0.16666666666666666,positivo
la  todo hospital público para exámenes médicos se  ir a las 500 am mucha gente,attention a little slow but very effective,0.09749999999999999,positivo
mal muy mal 4 horas y no pueden atender a mi hijo de 6 años hasta cuando,It is the place where your family member can die due to medical negligence,-0.0625,negativo
atención un poco lenta pero muy eficaz,good care god bless health providers,0.7,positivo
es el lugar donde tu familiar  por negligencia médica puede morir,Quick attention and everything seems clean and safe,0.39999999999999997,positivo
buena atención dios bendiga a los prestadores de salud,I had good dental care,0.7,positivo
atención rápida y todo parece  se ve limpio y seguro,It is a good place for sports,0.7,positivo
es un buen lugar para el deporte,"excellent attention from the information ladies, great agility and efficiency",0.9,positivo
excelente atención de las señoritas de información gran agilidad y eficacia,modern place and good service,0.44999999999999996,positivo
lugar moderno y buena atención,well if you have patience,0.0,neutro
bueno si se tiene paciencia,bad very bad 4 hours and they can't take care of my 6 year old son until when,-0.5033333333333332,negativo
buena atención cuidan los procedimientos anti covid,"good care, they take care of the anti covid procedures",0.7,positivo
excelente atención al cliente y lindo lugar,excellent customer service and nice place,0.8,positivo
la experiencia en el área de fisioterapia es excelente,very good service and even at night,0.9099999999999999,positivo
muy buena atención y hasta en la noche,experience in the physiotherapy area is excellent,1.0,positivo
todavia no graciss,still no thanks,-0.1,negativo
bueno la atencion no es todo de lo mejor pero algo es algo,well the attention is not all the best but it is something,1.0,positivo
seguro social que podría decir,social security what could you say,0.03333333333333333,positivo
buen servcio de atención medical,good medical care service,0.35,positivo
muy mala atencion,very bad attention,-0.9099999999999998,negativo
excelente la atención,excellent attention,1.0,positivo
muy util,very useful,0.39,positivo
atención a tiempo y cordial,timely and friendly attention,0.375,positivo
pesima atención,terrible attention,-1.0,negativo
por este hospital,for this hospital,0.0,neutro
un lugar muy limpio,a very clean place,0.47666666666666674,positivo
hospital solo para asegurados al iess,hospital only for IESS insured,0.0,neutro
faltan parqueaderos,there are no parking spaces,0.0,neutro
falta estacionamientos,lack of parking,0.0,neutro
cómodo,comfortable,0.4,positivo
pésimo,appalling,-0.35,negativo
un poco demoroso,a little late,-0.24375,negativo
atencion lenta,They are not so agile,0.5,positivo
no son tan ágiles,slow attention,-0.30000000000000004,negativo
ecelente atención,excellent attention,1.0,positivo
lejos lejos,good professionals,0.7,positivo
exito,far far,0.1,positivo
buenos profesionales,success,0.3,positivo
la atencion es buena,very good hospital,0.9099999999999999,positivo
muy buen hospital,crowded with no parking spaces,0.0,neutro
lleno de gente sin plazas de aparcamiento,reduce,0.0,neutro
reducir,"There are no referrals nor for a control exam and the pediatrician who treated my son, what an ugly attitude and when you go to make an appointment there is only one in that place, they didn't give me medicine or anything, terrible service, going from afar to have him treated like this",-0.5666666666666667,negativo
el día de hoy mi hija tenía cita cita médica pero la pediatra no quiso atenderle ahí nadie hacia nada más que conversar y estar en el celular hasta la dra déspota prefirió no atender a mi hija que le dije que está enferma con fiebre y,"The attention is terrible, the lady who schedules shifts attends to the patients without kindness and is rude, telling me in a rude manner and raising her voice that she does not give information and that I should go somewhere else, terrible cousin, the staff is terrible.",-0.72,negativo
pésima la atención la señorita de agendamiento de turnos atiende a los pacientes sin amabilidad y es una patada grosera diciendome de manera grosera y alzandote la voz que ella no da informaciónes y que me valla a otro lado  primo pésimo pésimo el personal,"My daughter had an appointment with a pediatrician but she, very arrogant, did not even listen to me when I tried to explain my daughter's situation, she interrupted me and reluctantly told me that they were going to call me so that my daughter can undergo surgery now.",0.2,positivo
no hay derivaciones ni tampoco para examen de control y la pediatra que atendió a mi hijo que actitud tan fea y cuando uno va a sacar cita solo hay en ese lugar  tampoco me dieron medicina ni nada pésimo servicio ir desde lejos para que lo traten así,"I went for a check-up, they serve you with the doors open, there is no privacy, the doctor who treated me did not ask me anything at all, he told me what he was doing. 
I had to wait 130 to pick up medicine from the pharmacy, there was nothing.",0.0,neutro
"fui a una revisión te atienden con las puertas abiertas no hay privacidad el médico que me atendió no me preguntó absolutamente nada me dijo a qué viene 
tuve que esperar 130 para retirar medicina de la farmacia no había nada",Patient care can be improved in the areas where appointments are made for exams and also in the pharmacy.,0.0,neutro
mi hija tuvo cita con una pediatra pero ella muy arrogante ni siquiera me escuchó cuando trate de explicar la situación de mi hija me interrumpía y de mala gana me dijo que ya me iban a llamar para que mi hija pueda ser intervenida ya,"excellent and timely care, I arrived before the indicated time and I was immediately treated by Dr. Lina Guamaní, a very professional and attentive endocrinologist. Congratulations from the few IESS hospitals where they treat the patient well.",0.33249999999999996,positivo
no hay turnos por  no hay medicinas no atienden en el laboratorio para el agendamiento de citas en la tarde no hay reactivos para exámenes de laboratorio por ende no dan cita para exámenes de laboratorio dan citas para exámenes de imagen después de 4 meses todo un desastre con este gobierno,The attention is good,0.7,positivo
se puede mejorar la atención a los pacientes en las áreas en dónde se toma de turnos para los exámenes y también en farmacia,"There are no appointments because there are no medicines, they do not attend the laboratory to schedule appointments in the afternoon, there are no reagents for laboratory tests, therefore they do not make appointments for laboratory tests, they make appointments for imaging tests after 4 months, a complete disaster with this government",0.1,positivo
"no sé para que se asigna citas si los médicos no atienden a tiempo se llega con tiempo respetando lo que indican pero no atienden
las enfermeras no dan información y se pasan conversando en lugar de ayudar
este servicio no es gratuito mensualmente pagamos por el se debe mejorar","Today my daughter had a medical appointment but the pediatrician did not want to see her. There, no one did anything but talk and be on the cell phone. Even the despotic doctor preferred not to see my daughter. I told her that she is sick with a fever and",-0.35714285714285715,negativo
excelente y oportuna atención llegue antes de la hora indicada y me atendieron inmediatamente la dra lina guamaní endocrinóloga muy profesional y atenta felicidades de los pocos hospitales del iess donde tratan bien al paciente,terrible the worst service from the assistant nurses who ordered the weight card etc and a despotic doctor they do not ask for favors nor do they know how to ask without manners some were on the 3rd floor and the worst service,-0.75,negativo
terrible  la peor atención de las enfermeras ayudantes que orden la cédula peso etc y un médico déspota no piden de favor ni saben preguntar sin modales algunos fue en el 3er piso y el peor servicio,They took great care of my girlfriend and helped us schedule another appointment in the same place. Keep it up,0.4,positivo
atendieron muy bien a mi novia además nos ayudaron agendando otra cita en el mismo lugar sigan así,"I don't know why appointments are assigned if the doctors don't attend on time, you arrive on time, respecting what they indicate, but they don't attend.
The nurses do not give information and spend time talking instead of helping
This service is not free monthly, we pay for it, it must be improved",-0.2,negativo
la primera vez la grosera fue una enfermera ahora una doctora apellido rengel nereida de pediatría  que debería tener tino al decir algo o dar un diagnóstico que imposible que lo de en unos minutos y decirle autista a mi hijo de nuevas a,"The first time the rude person was a nurse, now a doctor with the last name Rengel Nereida from pediatrics who should be wise when saying something or giving a diagnosis that it is impossible for me to give it in a few minutes and call my son autistic again.",-0.059523809523809534,negativo
un edificio muy grande  de especialidades para informar que  los laboratorios no sirven,a very large specialty building to report that the laboratories are of no use,0.2785714285714286,positivo
no buscan curar a los afiliados nadie controla la mala atención de los médicos,"terrible hospital, the nurses have such a high ego that someone tells them that they are not doctors and they are simple nurses, you will go, they treat you with contempt, you ask for information, they point out and they really leave, this hospital is inefficient.",-0.12799999999999997,negativo
terrible hospital las enfermeras tienen el ego tan alto que alguien les diga que no son médicas y son simples enfermeras que irás te tratan con desprecio pides información señalan y se van de verdad que ineficiente este hospital,good care but there are no medicines or nearby shifts,0.7,positivo
buena atención pero no hay medicinas ni turnos cercanos,"At the last minute they called me to cancel my appointment for which I waited 2 months and they rescheduled me for 1 month but it's not the clinic, it's the IESS in general, the bad service they give to Ecuadorians is the last straw.",-0.16249999999999995,negativo
a ultimo momento me llamaron a cancelar mi cita para la cual espere 2 meses y me reagendan para dentro de 1 mes mas no es la clínica es el iess en general es el colmo el mal servicio que dan a los ecuatorianos,excellent service when it arrives on time,1.0,positivo
excelente servicio cuando se llega a tiempo,"hospital located in the north of the city, good care with a wide variety of specialties",0.3,positivo
hospital que queda en el norte de la ciudad buena atención con gran variedad de especialidades,"I am a chronic patient, what's the point of being treated and tested if I generally never receive the medicine? They say call that number to ask if the medicine has arrived and what's the point if they never answer, they never answer, they're a joke.",-0.02500000000000001,negativo
pésima atención y coordinación se tiene una cita específica después de meses y dicen que se cambia la fecha nuevamente por qué el dr no está o simplemente algo surgió el tiempo que damos a cada actividad realizada no me devuelve el tiempo,"They do not seek to cure the members, no one controls the poor care of the doctors",-0.4,negativo
soy paciente crónica de que sirve que me atiendan y me hagan exámenes si por lo general nunca recibo la medicina dice llame a tal número para que pregunte si ya llega la medicina y de que sirve si igual nunca de los nuncas contestan son una baina,"I went to dentistry for a prophylaxis. The professional took 4 minutes to complete the procedure. In other subsidiary establishments, it is much better to perform the procedure.",0.14375,positivo
el centro de especialidades comité del pueblo  ponceano es limpio amplio,"Terrible, no one gives good care, they do not guide the patient, they tell you poorly where to go and that is why the shifts are lost, terrible attention, the internal medicine dragoon worker explains it to him and only says to take another shift again and everything for one minute",-0.2833333333333334,negativo
fui a odontología a una profilaxis  la profesional se tardó 4 minutos en el procedimiento  en otros establecimientos filiales es muchisimo mejor realizan el,"It is supposed to be a specialty center, that is, almost a hospital, it must exist, there is no bathroom cleaning, worse, it still does not have paper rolls.",-0.25,negativo
el pediatra que atendio a mi niña fue demaciado parco nada profecional le lleve a mi niña  de 1 año 3 meses de ead con malestar estomacal este medico dijo que solo esta tratando afecciones respiratorias extendio la receta,The parking lots are sufficient but very narrow and users do not respect the corresponding areas and park as they should and there is no authority to enforce respect. It would be advisable to expand the service specialties.,-0.26,negativo
pésimo nadie da una buena atencion no guían al paciente te indican mal a dónde es que se tiene que acercarse y por eso  se pierden los turnos pésima atención la draguerrero de medicina interna se le explica y solo dice q vuelva a coger otro turno y todo por un minuto,"The Ponceano People's Committee Specialty Center is clean, spacious",0.13333333333333336,positivo
hoy día a las 10h00 tenia que venir al domicilio la doctora geriatra para ver a mi papá jorge lopez de 83 añosson las 12h33 y no llega ni llama,Terrible attention and coordination. You have a specific appointment after months and they say that the date will be changed again because the doctor is not there or something simply came up. The time we give to each activity carried out is not returned to me.,-0.3333333333333333,negativo
se supone que es un centro de especialidades es decir casi un hospital debe existir la  tal no hay limpieza de baños peor aún no tiene rollos de papel,"Today, Saturday, May 27, 2017, my mother and I attended her medical appointment in general medicine. The question I asked myself was, is this building a funeral home or a dispensary? It was a cold and abandoned building. There was no one there, only the lady.",-0.13749999999999998,negativo
los estacionamientos son suficientes pero muy estrechos y los usuarios no respetan las áreas correspondientes y se estacionan cómo deben y no hay autoridad que haga respetar sería conveniente que amplíen las especialidades de atención,"In pharmacy, they should speed up care, increase more staff, not only does one person wait too long for more than 30 minutes. Being a health center, crowding of people should be avoided.",0.16999999999999998,positivo
hoy día sábado 27 de mayo de 2017 asistimos con mi madre a su cita médica en medicina general la pregunta que me hice fue este edifico es una funeraria o un dispensario era un edificio frío y abandonado  como no había nadie sólo la srta,"The pediatrician who treated my daughter was very sparing, not at all professional. I took my 1 year and 3 month old daughter to him with an upset stomach. This doctor said that he was only treating respiratory conditions and extended the prescription.",0.1,positivo
el centro de especialidades comité del pueblo se muestra una muy cómoda infraestructura no tengo automóvil así que vine a pie desde la av eloy alfaro y gracias a maps logré llegar fui atendido excelente y me voy contento eso sí todo,"The center of the town is located north of the city of Quito, it has a great infrastructure, large waiting rooms, adequate signage to guide you inside the hospital, good service from the staff and parking for visitors in general, good service.",0.385374149659864,positivo
en farmacia deberian agilizar la atención aumentar mas personal no solo una persona se espera demasiado tiempo mas de 30 minutos siendo un centro de salud debe evitarse la conglomeración de personas,"The town committee specialty center has a very comfortable infrastructure. I don't have a car, so I came on foot from Eloy Alfaro Avenue and thanks to maps I managed to get there. I was treated excellently and I am leaving happy, but that's all.",0.484,positivo
el centro de  del pueblo se encuentra al norte de la ciudad de quito cuenta con una gran infraestructura amplias salas de espera señalética adecuada para guiarse dentro del hospital buena atención del personal y parqueadero para visitantes en general buena atencion,"Today at 10:00 the geriatric doctor had to come to the house to see my father Jorge Lopez, 83 years old. It's 12:33 and he hasn't come or called.",0.1,positivo
nunca contestan el telefono a los afiliados me parece un maltrato de parte del centro no vamos a ir solo por una inquietud tan lejos,They never answer the phone to the members. It seems like mistreatment on the part of the center. We are not going to go so far just because of a concern.,0.0,neutro
pésima atención nunca tienen medicina y  si estuvieran de apuro cuando lo único que tienen pendiente se nota que es la conversa entre ellos no cojan citas aqui cero recomendado,There should be traffic control on the outskirts since taxi drivers park where they always want and cause discomfort in traffic.,0.0,neutro
no contestan el número de teléfono a los afiliados está muy lejos para ir por una inquietud me parece muy mal eso porfavor cambien eso gracias,"Terrible service, you can't get by going there if they never have medicine, I don't know why they discount us every month if there isn't good service.",-0.15000000000000002,negativo
debería haber un control de tránsito en las afueras ya que los taxistas se estacionan donde les da la  siempre y causan malestar en el trafico,"The waiting room is in the parking lot and there pregnant women, sorry for the elderly who are suffering from the cold, should be given at least a tent so that they do not endure the cold.",-0.3333333333333333,negativo
pésimo servicio no se saca uno yendo allá si nunca tienen medicinas no se para que nos descuentan cada mes  si no hay un buen servicio,My daughter had pediatric care for 8 days. She must have copro and hemo tests. The man at the reception asked me for my phone number and told me that he would call me in 48 hours to assign me a date for the laboratory tests. 8 days,0.0,neutro
la sala de espera está en el parqueadero y ahí mujeres embarazadas perdonas de la tercera edad aguantando frío deberían dar aunque sea una carpa para que no aguanten frío,excellent treatment today I attended this medical center for the first time and the care was very good the pediatrician had enough time to explain my son's situation to me and administer the medication,0.34333333333333327,positivo
mi hija tuvo atencion en pediatria 8 dias debe hacerse examenes copro y de hemo el señor de la recepcion me pidio el numero telefono y me dijo que me llamaria en 48 horas para asignarme fecha para los examenes de laboratorio 8 dias,The laboratory nursing staff does not have a good attitude towards patients. The place has excellent infrastructure and is equipped with cutting-edge equipment and has few parking spaces.,0.5,positivo
excelente trato hoy asistí por primera vez a este centro médico y la tención fue muy buenael pediatra tuvo fucifiente tiempo para  poder explicarme la situación de mi hijo  administrar la medicación,"Terrible, no one gives good care, they do not guide the patient, they make you wait and you lose your appointments, terrible care.",-0.43333333333333335,negativo
el personal de enfermería de laboratorio de no tiene buena actitud con los pascientes el lugar tiene excelente infraestructura y dotado de equipos de punta tiene pocos lugares de estacionamiento,The care is good. The gynecology doctor treated me very well.,0.44999999999999996,positivo
la atención es buena la doctora de ginecología me atendió muy bien,"They do not answer the phone number for the affiliates, it is too far away to go for a concern, that seems very bad to me, please change that, thank you",-0.4049999999999999,negativo
pésimo nadie da una buena atencion no guían al paciente te hacen esperar y pierdes los turnos pésima atención,"Terrible attention, they never have medicine and if they were in a hurry when the only thing they have pending is the conversation between them, do not make appointments here, zero recommended",-0.5,negativo
fui de urgencia con mi hijo el médico le diagnosticó rinitis y lo que tenía es hepatogamia además me dijo que no debía ir a urgencias y pedir cita,"The medical service is very good, the facilities are very good, there is no emergency and now you cannot make an appointment directly in certain specialties and the call center never gives you an appointment at this center.",0.30571428571428566,positivo
el servicio médico es muy bueno las instalaciones  muy buenas no tiene emergencia  y ahora no se puede pedir cita directamente  en ciertas  especialidades y el call  center  nunca te da cita en este centro,"Terrible attention, it is a waste of time, doctors can only prescribe paracetamol and they do not diagnose the eye with a single examination, attention is not a favor, it is a benefit for which members pay monthly, it is not free.",-0.29428571428571426,negativo
pésima atencion es una perdida de tiempo los médicos solo pueden recetar paracetamol y hacen el diagnostico al ojo ni un solo examenla atención no es un favor es un beneficio por el cual los afiliados pagamos mensualmente no es gratis,Public attention has to improve our contributions that support this site because we deserve better attention,0.25,positivo
pésimo lugar para tu vida,terrible attention the last wheel on the car will be the affiliate and the phone number they never answer,-0.5,negativo
l atención al público tienen que mejorar nuestros aportes sostienen este sitio pues nos merecemos mejor atención,"You call the phone number that appears on the page but they do not answer, bad service, they should suspend and not waste your time.",-0.29999999999999993,negativo
terrible la atención  la última rueda del coche será el afiliado y el número de teléfono nunca responden,"very punctual, wide access, good information, first-class attention",0.26666666666666666,positivo
se llama al teléfono que aparece en la página pero no contestan mal servicio deben suspender y no hacer perder el tiempo,"It is a large modern place, very good attention to patients and the public.",0.33107142857142857,positivo
la atención debería mejorar mucho tanto en más personal capacitado y con buenas relaciones humanas,"I went to the emergency room with my son, the doctor diagnosed him with rhinitis and what he had was hepatogamy, and he also told me that I should not go to the emergency room and make an appointment",0.0,neutro
muy puntuales los accesos amplios una buena información la atención de primera,"Care should improve greatly, both with more trained personnel and with good human relations.",0.5,positivo
es un lugar amplio mederno muy buena atención al paciente y al publico,very clean quality bathrooms very good medical care administrative staff very friendly and ready to help,0.41483333333333333,positivo
muy limpio baños de calidad atención médica muy buena personal administrativo muy amable y presto a ayudar,There are several specialists who treated me as a general practitioner and internist and then referred me to the Carlos Andrade Marín hospital.,0.02500000000000001,positivo
hay varios especialista que me atendieron médico general e internista para luego derivarme al hospital carlos andrade marín,Terrible place for your life,-1.0,negativo
la mala atención a los asegurados es la constante de este lugar y aparte de eso no tienen medicina para entregar,The care is good but not being able to make an appointment to continue treatment,0.6,positivo
la atención es buena pero el no poder pedir cita para  la continuación de un tratamiento,"excellent dispensary for consultations, no procedures are performed and there are no emergencies, they are medical offices",0.5,positivo
excelente dispensario para consultas no se realizan procedimientos y no tiene emergencias son consultorios medicos,there is no attention to specialties,0.0,neutro
no hay atención en especialidades,"They treat me well, I'm just worried about the medicine that never exists.",0.0,neutro
me atienden bien solo me preocupa la medicina que nunca hay,"I don't know why they put the phone number on the page if no one answers, they don't have staff or what's going on or simply terrible service from IESS which is not surprising",-0.675,negativo
no sé para qué ponen el número de teléfono en la página si nadie atiende no tienen personal o qué es lo qué pasa o simplemente pésimo servicio del iess lo cual no es de extrañar,The good thing is that there are taxis in that place to be able to get both back and forth.,0.39999999999999997,positivo
"excelentes instalaciones
 facilidad de parqueo
 rápida atención",good service but great difficulty to get there,0.75,positivo
lo bueno que ahí en ese lugar existe taxis para poder movilizar tanto de  de regreso,It is a dispensary of medical offices with appointments previously obtained by call,-0.08333333333333333,negativo
es un dispensario de consultorios médicos conseguidas citas previamente por  llamada,Poor attention to the insured is the constant of this place and apart from that they have no medicine to give,-0.2,negativo
buena atención pero gran dificultad para llegar,beautiful infrastructure but with the same delay as always and they never answer the phones,0.425,positivo
hermosa infraestructura pero con el mismo retardo de siempre y nunca contestan los teléfonos,"good attention, they take a while to attend but there is a good predisposition",0.7,positivo
buena atención se demoran en atender pero hay buena predisposición,"In general it is good, scheduling appointments is still a problem",0.375,positivo
en general es bueno el agendamiendo de citas sigue siendo un problema,because the attention is good and with all the security measures,0.7,positivo
por q la atencion es buena y con todas las medidas de seguridad,"excellent facilities
 ease of parking
 fast attention",0.6,positivo
este centro por lo general está vacío y toman todas las medidas de seguridad,This center is usually empty and they take all security measures,-0.1,negativo
es un lugar limpio de buenos accesos una atención buena,It is a clean place with good access and good service.,0.5888888888888889,positivo
excelente administración buena atención de nota el trabajo planificado,from tumbaco to the specialty center easy to get to and there is parking,0.16666666666666669,positivo
de tumbaco al centro de especialidades fácil de llegar y hay parqueadero,excellent administration good attention note planned work,0.85,positivo
gran cantidad de especialidades y muy buenas instalaciones,large number of specialties and very good facilities,0.562142857142857,positivo
"excelente
atención del personal de la farmacia","excellent
pharmacy staff attention",1.0,positivo
un lugar muy difícil para parquear,a very difficult place to park,-0.65,negativo
bien servicio no espere mucho por la atención,good service don't expect much for attention,0.44999999999999996,positivo
me esforzaré por justificar este cinco estrellas por mi trabajo,I will endeavor to justify this five star rating for my work.,0.0,neutro
direccion exacta y alguna referencia por favor,exact address and some reference please,0.25,positivo
