"YQ4gaf src","GyeGK","vWB2ve","T7nuU","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a-/ALV-UjUimo1Ni3Q6SKVF6EphYZ508T_GWOB8U7Hd32G9xegz0d74xwFPnw=s128-d-cc-rp","Jack Sequeira","Hace 5 meses","La película cuenta la historia desde un punto de vista más intimo y personal, dándole mas protagonismo no solo a los sobrevivientes, sino a aquellos que perdieron la vida. Una obra de arte.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjU_Bc_HfNw16j1DzZF1SPHEqkFYoKlXa4VsYCrgsZQZoT4xGVZujA=s128-d-cc-rp","Montse Casán","Hace 4 meses","Está muy bien filmada y ambientada. Plasma la tragedia vivida con realismo y mucho respeto. De nuevo Bayona ha demostrado ser un excelente director.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjVUHWKI4rj5wSo0jhxi7lhwvhQx1Abs8rYGwgMppWuMN_rhGs3z=s128-d-cc-rp","María Paz Arias Rodríguez","Hace 4 meses","Muy conmovedora. Visualmente impresionante. Bella música, acorde con las vivencias felices y también los momentos desesperados y tristísimos. Excelentes fotografía y  caracterización y suma dirección.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjWEpU7j1uDhieb2Qf9qGt4E0f_n58hHczUPUs_zSHM3lginnOuJMQ=s128-d-cc-rp","gg Carreon","Hace 4 meses","Me encantó la verdad una película muy triste pero te enseña a valorar lo que tienes la grandeza y los milagros De Dios canessa ,numa y Nando se llevaron mi corazón 10 de 10.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjXe_x2BzIe300dJszA1or6W9iEkWbuADU8zZe7XBqpZy-nXr1fdfQ=s128-d-cc-rp","Edward Tapia","Hace 5 meses","imprecionante y maravillosa pelicula, te mantiene en tensión todo el tiempo, la escena del accidente es algo verdaderamente de un realismo brutal,sobrecogedor, desde ya para mi una de las mejores peliculas del año.","Esta opinión te resultó útil a ti y a otras 2 personas.","Esta opinión les resultó útil a 2 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjXw65qHfmwjzhakx_8rqKsY-XfiX_zI4qsjJa2NNS_d3HgN9OGy=s128-d-cc-rp","bego rosas","Hace 3 meses","Best movie ever !! Me encanto muy buen mensaje los efectos especiales mas la banda de sonido y el maquillaje de verdad creo que merecen el Oscar","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjUCC6POOyscfRGmlDMdymytUEWzEP7LLsbIAVT4IJx4GPqJYv_U=s128-d-cc-rp","Narda Lizárraga","Hace 3 meses","Esta es una película estrenada 50 años luego de la tragedia de los andes, trae entonces al presente una historia que ya muchos conocíamos pero le puso alma, y le puso nombres a los que no volvieron . Un vistazo al pasado, una travesía imposible y una película increíble.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjWA9I3PWW71S6AXU46TvD8LHqYBxcf11ySt1EI8tIOJdRas5pE=s128-d-cc-rp","Wiloalexander Alexander","Hace 4 meses","Una gran película, llena de esperanza en todo momento por seguir con vida , me pareció genial la peli desde el comienzo hasta el final. Excelente","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjVXE40Nlh0_-vFY4nOmu2YE8V10x5ZFBbJ7vMEx6GrXXTWmkifz=s128-d-cc-rp","Mirian Vázquez","Hace 4 meses","Es una película increíble, y dolorosa. Mientras avanzas a verla empatizas mucho con los protagonistas. No llore pq lo estaba viendo con mi hermana lol y q pena","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjUYIt9VRYSOfc5ZOzln2GzssCvOKhq9fTlaFIae1Qw-M7daxHSCHg=s128-d-cc-rp","Monica Quintanilla","Hace 4 meses","Un peliculón, apegada a la realidad de lo que sucedio y con mucho respeto, excelente dirección, buen guión, las actuaciones impecables, conmovedoras, gran trabajo de maquillaje, la vi tanto en cine como en netflix, 10 de 10, muy buen trabajo!!.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjVqA_-MShF4O5Ib-5ueFELPpebqDUH0fBHvheATGrvt_suh_eAb=s128-d-cc-rp","Silvia Vicente","Hace 4 meses","Sobrecogedora... Te invita a reflexionar. Había visto la version ""Viven"", pero esta me ha gustado muchísimo. Los actores, el guión,  las imágenes..., fantástico trabajo!!!","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocJW3trtG7sj5PEfbGHV_OdvrqhMDkWa6pgKIdufkmdWonBMeQ=s128-d-cc-rp","caiqjdmw eyjukki8vv","Hace 5 meses","Muy buena película le da humanidad a los personajes se siente tan real, que incluso sientes como si fueras los personajes, a mi me dio ganas de llorar en especial luego de que Numa se muriera 10000/10.","Esta opinión te resultó útil a ti y a otras 5 personas.","Esta opinión les resultó útil a 5 personas."
"https://lh3.googleusercontent.com/a/ACg8ocJ76i88vqzuidQd9_z8pKRo5EH9TR2Rh2BMfQbH_f0rOge02Q=s128-d-cc-rp","AIDA C.Q.","Hace 4 meses","Conmovedora, emocionante, muy bien adaptada, la duración del film en ningün momento sientes que se hace larga....todo lo contrario. Esto es la mejor referencia de ser muy buena película!","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjVaZSBmHl0jMiH-EA9G1GgsQ-8iXsjnZROowBlFwld2cy_HuDa-=s128-d-cc-rp","Ernesto Moreno","Hace 3 meses","Me llamó la atención el nivel de virtudes cristianas de sus integrantes y también que la hayan premiado esa panda de sectarios del cine de este país que no merecen el honor de llamarles españoles.
Está tan bien hecha que no parece española.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjWz2zt7uA5QNQNOvezyf-zIBIKRZg7c6Muqfhec60wYxqNU1XrO=s128-d-cc-rp","Federico Liébana","Hace 4 meses","Muy buena película. Los actores estuvieron a la altura de la situación. Una historia que nos marcó a todos los que la escuchamos.
Recomendable totalmente!","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocIlGBMPItXJOwyKn5Kl8efQq5J6tOFaxPaXX2mgUTqAl_U9uA=s128-d-cc-rp","Anel Brighet Flores Oquendo","Hace 4 meses","Belleza de pelicula   ninguna película basada en hechos reales me hizo sentir tantas emociones al mismo tiempo como esta obra de arte.. RECOMENDADA AL 100%","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjUVEQtX71PCK6yQtqCoo1ps2_sddEMDmJ5-u_jL5dfqB48zcQQ=s128-d-cc-rp","Super Chanel","Hace 5 meses","Excelente cruda y realista pelicula de la mayor hazaña de la humanidad en tienpos de paz . Excelente te pone losnpies sobre la tuerra y te enseña el valor de todo lo que posees","Esta opinión te resultó útil a ti y a otras 3 personas.","Esta opinión les resultó útil a 3 personas."
"https://lh3.googleusercontent.com/a/ACg8ocKSZ6JPfaG0kCl4gFVkXunx5_B5LboJvYxbyTkLEAJvLkSGpw=s128-d-cc-rp","Juan Diego Cuenca Mess","Hace 4 meses","Maravillosa. Una obra de arte. Gran interpretación de artistas desconocidos. Una dura experiencia de vida y unos acontecimientos que nos igualan a todos.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjWWltIsUaGQ1MnKas4Y_UfKZ8uYE9ifOfNDyWoO-8_d0jb1zowpmg=s128-d-cc-rp","Bella Bella","Hace 4 meses","Simplemente espectacular, es muy emocionante como conectas y te metes en esos sentimientos de miedo, culpa, esperanza, resiliencia, fortaleza. Es increíble como esto fue algo real.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjXpNF2clz3Y84S0GxJKn9rWwWBpAJz-VgdxDWN4UUBpnWLL4V4=s128-d-cc-rp","Andrea Jiménez Sánchez","Hace 4 meses","Me gustaba la historia real y eso por eso que la ví, sin muchas expectativas y más por la historia en sí pero me sorprendió demasiado, arriesgarse por actores no conocidos pero que se parezcan a los sobrevivientes reales fue un acierto muy bueno, excelente producción","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocIJUaOH98tj_XW5wfB0PTWHI_9OGRtGjBPtEFfp0lu9s8mOLQ=s128-d-cc-rp","Luciana Olivera","Hace 4 meses","Es muy recomendable.
Emotiva, realmente los sobrevivientes son parte de un milagro.
Vi poco protagonismo para quien los encontró.
Buenísimo q participan algunos d los sobrevivientes.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocKSNzIJd1flkB6goixnCUETZQxWWegAF1dO0wGeTPEqFcNn=s128-d-cc-rp","Luis Dobarro Rubido","Hace 2 meses","Actuaciones impecables. La película te emociona desde el principio. Sales del cine apareciendo más la vida que cuando entraste. Obra maestra","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocJvpzC3WND5HYrgouz32T71iKReYrmuPDPvl255EjDBh5-Ym3AK=s128-d-cc-rp","Oliver Sosa","Hace 4 meses","Increíble pelicula y la mas fiel hasta el momento, relata la tragedia con mucha precisión y enfocándose en como se sentían las personas en esa situación. Muy recomendada.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocI4m5UULcPqD79hcnYSVnjBjlUSYtQNrvuxelktgALNDsWAEA=s128-d-cc-rp","Macarena Sidera","2 semanas atrás","Es la mejor película que vi en toda mi vida, le doy 5 estrellas, es muy emocionante, y es increíble el trabajo que hicieron al grabar la película, se merece todo y más esta pelicula","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocL_DtAnV9nou-6kIFlB3Beju0yW_qKYvWAlrnOvKeVKIKSZTQ=s128-d-cc-rp","P A","Hace 4 meses","Me encantó!!!
Gracias a está película podemos saber como se sintieron y lo que pasaron en las montañas.
10/10","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjX2EkyioyocQxAdQB__UCfONvNMwcStOKjdRG7KDhvuWMJywPeo=s128-d-cc-rp","María Belén Chipana","Hace 4 meses","Es excelente!!!! Toda la película es una sentir de emociones al estilo sube y baja. Qué homenaje para los que no volvieron!","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocJWQW_O8ikAZqYqDZkARSpZIYn2v4NzL59m0uNt-XBUc2bN=s128-d-cc-rp","Enzo Benítez","Hace 4 meses","Muy buena encerio,es increible como me erizo la piel y senti esas ganas de llorar durante el filme.Te atrapa y te pone a pensar en sus zapatos,10/10","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjVceLyIpuoJuX8v5Q8mBEQ9I8K3W_8yXwNEc4AR67BvOp5YQOKB=s128-d-cc-rp","johana saez","Hace 4 meses","Excelente pelicula, muy bien lograda las historias. Te invita a reflexionar sobre la vida.
Cada vez que la veo vuelvo a llorar, muy bien los actores.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjU_jNlow2nAAm-tr6X6M6NLlrgPaBri1NtdtBiQTY-LINjdp4yA=s128-d-cc-rp","Jesús María Muñoz Garcia","Hace 4 meses","Sencillamente es una muy buena película.
Muy real, y muy emotiva de lo que pasó.
Para mí, es mejor película que la otra que se hizo.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocKy26DoOv87r-HfyeLtvVxbI7R2mf1mBk3pa7oyL-HUofrG=s128-d-cc-rp","Antonio Marin","Hace 4 meses","Aunque se conozca la trama, es un peliculón, magnífico trabajo cinematográfico que te mantiene pendiente en todo momento y que te engancha de tal manera que quieres seguir conociendo más.historias de esta gran historia.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocJJH39siCOOuH3BvkMjsUDLe1o335wEZhbZbaPCHLJkHDgNIg=s128-d-cc-rp","ARACELY DANIELA ROCHA ABASTO","Hace 4 meses","Fue una excelente película, los adaptaron re bien y los detalles 👌🏻, las muert3s estuvieron muy tristes que te hacen pensar en el dolor que debieron sentir..., sería genial si solo fuese una película y no algo que realmente paso, descansen en paz los fallecidos, fueron muy valientes :""].","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocI-FKu8lqgE5Ee8zZdiMiwgVCEfNEfR594rEBZCt05UV4laTQ=s128-d-cc-rp","Johan Moreno","Hace 2 meses","Personalmente me parece un peliculón. Emocionante en cada minuto de la película, sin duda, de la mejor que he visto. Actores, producción, etc increíble.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjWpReNP3D2QzmudoEq-rFm5TwsdsaMhBG0cf3bleth2pn8Jv31H4w=s128-d-cc-rp","Cristina Perez Orellana","Hace 4 meses","Personalmente me parece un peliculón. Emocionante en cada minuto de la película, sin duda, de la mejor que he visto. Actores, producción, etc increíble.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjXi1Vw8yZZT7A4ffszS_YAJwpnmK2gGc6Oa7PD89PSanOgjzzaW=s128-d-cc-rp","Diana Sacanamboy","Hace 4 meses","De las mejores películas que he visto!! Te deja muchas enseñanzas, entre ellas a valorar la vida!!! Súper recomendada","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjWxNVhHo0M4E7R8Zv0I_tuLl4WcmMW79lR2EIUzxY3o8E7J9jXO=s128-d-cc-rp","Nadia B","Hace 4 meses","Vi  VIVEN de pequeña con mi madre, me leí el libro cuando tenía 10 años y hoy con 41 vuelvo a ver esta película, y no dejo de emocionarme, es mucho más sentimental, se merece un Oscar!","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjVlQZFoeGvHiYTDmd0F652ZIJG33tIihJgQZoeqFMhJLZkRq55g=s128-d-cc-rp","Silvia Mora","Hace 4 meses","Esta película es perfecta en todos los sentidos. Muestra la realidad que vivieron esas personas haciéndote llegar a las lágrimas. Recomendada","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocLH35Vn7JyLCUnQRzDNhqpTwckQQkc46WzQksUMaxRSHBBupvA=s128-d-cc-rp","Catalina Montes","Hace 4 meses","Muy buena, hay escenas muy impactantes, toda la película me hizo SENTIR. Me transmitió el rigor, la tristeza, la angustia y felicidad. 10/10","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjXDGGKlyeDnHsQZ5YcdYlusfCVDXbYbagyHS-XsvqXBKTfPeZdrbg=s128-d-cc-rp","JOSE MARIA FERIA RUBIO","Hace 4 meses","Bellísima, conmovedora, no cae en lo fácil ni en el morbo de la tragedia de los Andes. Es cine con mayúsculas, del que te hace sentir y pensar. Bayona en estado de gracia.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocIpEepAoC_od680zzGQHocyk8Xl2zoirRVFSM4Ur_Lvi6DI8Q=s128-d-cc-rp","Nene","Hace 3 meses","EDUARDO CANCIO

CLARAMENTE no sabes nada de peliculas seguramente apenas y puedes pensar  

La Sociedad De La Nieve  es la mejor pelicula obviamente por eso le van a dar un OSCAR DUHHH","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjWB4qVpsKcKfhGGLk5Uv007mfPu47W-d-NYCqHWHLTsNiEeyhA=s128-d-cc-rp","mia casado salas","Hace 5 meses","Qué bonita película y súper inmersiva . Un gran trabajo . Sientes su frío , el miedo a morir y la aceptación de la muerte , gran film, me ha impresionado.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocKxhoYplQYyXet3e_ykrCEFe7fM354oMHHLiluDrow_GzHmgw=s128-d-cc-rp","Lidia Plana","Hace 4 meses","me parecio mucho mas real que viven, muestra las emociones y contradicciones de esos veintea;eros atrapados en la nieve.quien quiera cine americano que vea viven, pero por algo parrado y paez villaro participan en esta peli y no en la anterior.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocK_EebD1bbp1M02wcizL8mMlf9K7CFFvJaQTNBjSaO6qSKqFA=s128-d-cc-rp","Pilar Gómez","Hace 5 meses","Sufri mucho al verla, Dios  mío lo que esas personas vivieron , esta película te da que pensar y plantearte muchas cosas , un 10 para todos los que han trabajado en esta película","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a/ACg8ocKKG1C-i23KgkJ_VnDRFACKIiybwP6Vugs0cX4UjvXN3Bl0CA=s128-d-cc-rp","Flabia Noy","Hace 4 meses","La mejor pelicula de aventura y supervivencia que se ha presentado en los ultimos tiempo!!!!! Soy amante del cine y aseguro q no se arrepentiran de verla y ver hasta donde llega la fuerza humana","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjU93wa9ENPEM5XyUvc6ohKnpBJypvJLIupSbYD_HmUSRNGTfBj_JQ=s128-d-cc-rp","Veronica Krawinski","Hace 5 meses","Excelente! Guión, actuaciones y el planteo existencial. El título una síntesis exacta de la trama. Una palabra del título,
 la clave para la supervivencia! Emocionante!","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjVxwmBLm-TJUcQeVgt7BepNSzcH9Sy_yldHmce7DR5WeVdOVTE=s128-d-cc-rp","Evelia Isabel Carballo Fernández","Hace 5 meses","Es una película maravillosa, espléndidamente narrada, que impresiona por la calidez humana de todos los personajes, el darse al otro sin egoísmo en los peores momentos de tu vida.","Esta opinión te resultó útil a ti y a otras 6 personas.","Esta opinión les resultó útil a 6 personas."
"https://lh3.googleusercontent.com/a/ACg8ocLqsbmRst9r56pYU2Y_2Ok6bv66ovYl8fCGSViBcEVXxhS7Hg=s128-d-cc-rp","Ana Benegas","Hace 4 meses","Una de las mejores, recomendadísima!! te hace llorar, reir, doler, alegrarte,  y encariñarte con todos los personajes todo en una sola pelicula","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjUE04peQ4YrtNv7mJNfSfHrtbPCukz4g-I2T_7iASqM1h2hfd_NvA=s128-d-cc-rp","Dayane Garcia Antuni","Hace 4 meses","No se nada de cine, pero esta película retrata de forma tan real el dolor, la esperanza y las ganas de vivir que tienen los supervivientes que me quedo sin palabras...Excelente película","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocL-UZHEQyBcWWRnyCY1EF8HiLIj22f1bsmzPU1i1b_xRXNs_g=s128-d-cc-rp","aleida cando","Hace un mes","Me encato esta pelicula es la mejor pelicula de todos los tiempos te cambia la vida . Tenia merecido el oscar gran actuacion por parte de todos los actores viven no le llega ni a los talones a la sociedad de la nieve","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjVMBSuxgRWmnE4WbPiCC0TsLQeHEwJwcjydaJ09aYUcPhO4vi_3=s128-d-cc-rp","Sánchez Vidal Romina","Hace 4 meses","Es la mejor película, cuenta muy bien la historia de los sobrevivientes de Los Andes, es muy emotiva y significativa. Transmite las emociones de ellos, sin duda es la mejor película.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjVwXVQVuV9pAP3rVWyDrHKy7Z0OrZ65pYw3ZEpAjdv6Rpfu1DsE=s128-d-cc-rp","Yulissa Mansilla","Hace 4 meses","Me encanto

Sin duda espere por mucho tiempo esta película 🎥 🙌🏻 😌 😉 

La sociedad en la nieve, me encantan las películas basadas en historias o tramas reales 😉😌🎥👍🏻😊","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjXKezdCs_c_98u42wXGwhM11uGnjyxK--Q6xaLUPz4Q2N-W0kM=s128-d-cc-rp","Nora Akkaoui","Hace 4 meses","Es una película que te hace llorar y sentir muchas emociones. Bastante recomendada mis mejores 2 h y 24 minutos, sin duda.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjVVD5by5Trwvs2xi8fmWtVve08QZylhdLB-h7PBFPyTVA_yknNgZw=s128-d-cc-rp","Anabel GC","Hace 5 meses","Me ha encantado. Transmite la dureza con una delicadeza sublime. 
Una película que hacía falta.

Muy recomendable","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjVSixlB_U5PpE7Z8TDwp584jZzlgDAiZ7OFAJdYSdWc76cSZHbBxw=s128-d-cc-rp","Andrea Ramírez","Hace 4 meses","Me encantó esta película, me hizo llorar y conectar de manera profunda con la historia.
No tengo palabras, es excelencia pura.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocKH881YQsvIkQI5oZ_4FQWNbppa5uwgm2-Jpu9xPWOyNDRuvA=s128-d-cc-rp","Scarlet Amador","Hace 4 meses","Impresionante. Un impacto brutal a nivel emocional,  me gustó muchísimo. Muy fuerte lo que tuvieron que vivir estás personas!.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocJPbxWedQraN3SnsAbpeNFRqX3NKA5D2EAhurcFjApY95zKtA=s128-d-cc-rp","Puri Martin Herguedas","Hace 3 meses","La película está muy bien tratada y los personajes bien interpretados. Un fallo al rezar el Padrenuestro moderno, en vez del que corresponde
 al año 1972 (el cambio se hizo en 1988 en España y en 1992 en Latinoamérica).




España y en Latinoamérica en 1992)","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjVkolTVA94EQTerFsJgyYBf64creXreEjn1y0r6nTqaIKK3iKffkQ=s128-d-cc-rp","Silvana Aguilar","Hace 5 meses","Porfavor  que increíble. Es extraordinario volver a verla y de esta nueva versión ame con mi alma . Gracias","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjUBEmUvB3HhzwadIoT5EfWpKsH61mX9U8rBAbk_wTMDhueBwX7t=s128-d-cc-rp","Ramiro Varela","Hace 5 meses","Muy buena la película,  muestra de verdad como los que cayeron en los andes , tuvieron que sufrir en ese periodo de tiempo, la película nunca deja de ser emocionante y los actores  logran transmir el momento tan inoportuno que tuvieron que sufrir los racbigs","Esta opinión te resultó útil a ti y a otras 9 personas.","Esta opinión les resultó útil a 9 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjX22yYj7MHErsimZOvA3f3WpAIQCGQqnSLw6hAvaDA7vxKzOM4G=s128-d-cc-rp","Conchita Fernández Mateo","Hace 5 meses","Una gran película donde la amistad , el esfuerzo, el ocuparse y cuidar al resto  está por encima de todo. Enhorabuena Bayona","Esta opinión te resultó útil a ti y a otras 4 personas.","Esta opinión les resultó útil a 4 personas."
"https://lh3.googleusercontent.com/a/ACg8ocL9ssFgawERhrxftt2XppcG7HMIWLM1FB8X2qkegweVYFjk3g=s128-d-cc-rp","Maria Antonia Teuler García","Hace 5 meses","Es una película maravillosa con una gran sensibilidad, emociones y sentido de la amistad. Merece un Óscar, la verdad. No se la pierdan.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjXL2JLkqwTHM4-5rsMy1ltNjBAsy3jW-hNWDkOrY4oC8tiqFo9L=s128-d-cc-rp","Valentina Carranza","Hace 4 meses","creo que es la primera vez en mi vida que dejo una reseña sobre algo, pero realmente lo amerita
llore absolutamente toda la pelicula, esta tan bien hecha que en cierto punto llegaba a sentir que todo me pasaba a mi tambien
la parte donde se estrella el avion fue fatal, iban solo 15 minutos de pelicula, pero definitivamente fue la parte mas impactante y la que más me hizo llorar
no tengo nada más para decir, denle un oscar a esta pelicula por favor","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocIUqvQiTdClw0GOC3bXESTOdAztgotIwqr_FjT-ezcz-6S3cA=s128-d-cc-rp","Jose Carmona Moruno","Hace 5 meses","MAGNIFICA es la palabra k la define, guion, ambientación, música , interpretación . Y es un canto al Amor- Amistad, el final te sobrepone de lo mal pasado. Bravo Bayona","Esta opinión te resultó útil a ti y a otras 2 personas.","Esta opinión les resultó útil a 2 personas."
"https://lh3.googleusercontent.com/a/ACg8ocIgPIRfTqrVFU1YMikh8VIAG3IhEJFc-2iKeCwTugxxouYc=s128-d-cc-rp","Carlos Javier Tresgallo Cano","Hace 5 meses","Magnífica, excelentes interpretaciones de todos los actores.
Inigualable, la mejor película (voy muchísimo al cine) que he visto en los últimos meses","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjX489A65M782zISkVC3aCsRsYNjaUK8YVBtFTOKq8ANSRdtATgJew=s128-d-cc-rp","OLGA SOLER CANO","Hace 5 meses","Poética, emocionante, conmovedora. Algunas escenas las he visto con el corazón y el estómago encogidos, y otras, con lágrimas en los ojos. Ojalá se lleve todos los premios a los que está nominada.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocJydLeOogeB1kKBDcM-JlDzGLtvoSBu796gRgXkjBExCRyLzq5l=s128-d-cc-rp","Fernanda Pino Silva","Hace 4 meses","Excelente película, muy emocionante. La recomiendo 100%. Es inspiradora, desgarradora, puedes sentir su dolor y emociones","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocKSA2HzYEJKFVgxXt9DmD5Z-wS_bTlsfhu3ZInS6raFlY7k2_xT=s128-d-cc-rp","Pau Colomé","Hace 5 meses","Película de culto. No se hace aburrida, la elección de música en cada momento es perfecta, favorecen mucho la tensión en ciertas escenas, te tienen cogido al asiento en todo momento","Esta opinión te resultó útil a ti y a otras 6 personas.","Esta opinión les resultó útil a 6 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjV56BIqKbkVBebG4fhPwfpUGpzUtqd905W7YFWe1HQ1VEdghpAQWg=s128-d-cc-rp","Flores Díaz Michelle","Hace 5 meses","Te hace sentir o darte una idea un realista de lo que vivieron estas personas durante 71 dias, me encanto en efecto es cine","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
