wiI7pd,etiquetas_TB
la primera vez la grosera fue una enfermera ahora una doctora apellido rengel nereida de pediatría  que debería tener tino al decir algo o dar un diagnóstico que imposible que lo de en unos minutos y decirle autista a mi hijo de nuevas a,negativo
un edificio muy grande  de especialidades para informar que  los laboratorios no sirven,positivo
no buscan curar a los afiliados nadie controla la mala atención de los médicos,negativo
terrible hospital las enfermeras tienen el ego tan alto que alguien les diga que no son médicas y son simples enfermeras que irás te tratan con desprecio pides información señalan y se van de verdad que ineficiente este hospital,positivo
buena atención pero no hay medicinas ni turnos cercanos,negativo
a ultimo momento me llamaron a cancelar mi cita para la cual espere 2 meses y me reagendan para dentro de 1 mes mas no es la clínica es el iess en general es el colmo el mal servicio que dan a los ecuatorianos,positivo
excelente servicio cuando se llega a tiempo,positivo
hospital que queda en el norte de la ciudad buena atención con gran variedad de especialidades,negativo
pésima atención y coordinación se tiene una cita específica después de meses y dicen que se cambia la fecha nuevamente por qué el dr no está o simplemente algo surgió el tiempo que damos a cada actividad realizada no me devuelve el tiempo,negativo
soy paciente crónica de que sirve que me atiendan y me hagan exámenes si por lo general nunca recibo la medicina dice llame a tal número para que pregunte si ya llega la medicina y de que sirve si igual nunca de los nuncas contestan son una baina,positivo
el centro de especialidades comité del pueblo  ponceano es limpio amplio,negativo
fui a odontología a una profilaxis  la profesional se tardó 4 minutos en el procedimiento  en otros establecimientos filiales es muchisimo mejor realizan el,negativo
el pediatra que atendio a mi niña fue demaciado parco nada profecional le lleve a mi niña  de 1 año 3 meses de ead con malestar estomacal este medico dijo que solo esta tratando afecciones respiratorias extendio la receta,negativo
pésimo nadie da una buena atencion no guían al paciente te indican mal a dónde es que se tiene que acercarse y por eso  se pierden los turnos pésima atención la draguerrero de medicina interna se le explica y solo dice q vuelva a coger otro turno y todo por un minuto,positivo
hoy día a las 10h00 tenia que venir al domicilio la doctora geriatra para ver a mi papá jorge lopez de 83 añosson las 12h33 y no llega ni llama,negativo
se supone que es un centro de especialidades es decir casi un hospital debe existir la  tal no hay limpieza de baños peor aún no tiene rollos de papel,negativo
los estacionamientos son suficientes pero muy estrechos y los usuarios no respetan las áreas correspondientes y se estacionan cómo deben y no hay autoridad que haga respetar sería conveniente que amplíen las especialidades de atención,positivo
hoy día sábado 27 de mayo de 2017 asistimos con mi madre a su cita médica en medicina general la pregunta que me hice fue este edifico es una funeraria o un dispensario era un edificio frío y abandonado  como no había nadie sólo la srta,positivo
el centro de especialidades comité del pueblo se muestra una muy cómoda infraestructura no tengo automóvil así que vine a pie desde la av eloy alfaro y gracias a maps logré llegar fui atendido excelente y me voy contento eso sí todo,positivo
en farmacia deberian agilizar la atención aumentar mas personal no solo una persona se espera demasiado tiempo mas de 30 minutos siendo un centro de salud debe evitarse la conglomeración de personas,positivo
el centro de  del pueblo se encuentra al norte de la ciudad de quito cuenta con una gran infraestructura amplias salas de espera señalética adecuada para guiarse dentro del hospital buena atención del personal y parqueadero para visitantes en general buena atencion,positivo
nunca contestan el telefono a los afiliados me parece un maltrato de parte del centro no vamos a ir solo por una inquietud tan lejos,neutro
pésima atención nunca tienen medicina y  si estuvieran de apuro cuando lo único que tienen pendiente se nota que es la conversa entre ellos no cojan citas aqui cero recomendado,neutro
no contestan el número de teléfono a los afiliados está muy lejos para ir por una inquietud me parece muy mal eso porfavor cambien eso gracias,negativo
debería haber un control de tránsito en las afueras ya que los taxistas se estacionan donde les da la  siempre y causan malestar en el trafico,negativo
pésimo servicio no se saca uno yendo allá si nunca tienen medicinas no se para que nos descuentan cada mes  si no hay un buen servicio,neutro
la sala de espera está en el parqueadero y ahí mujeres embarazadas perdonas de la tercera edad aguantando frío deberían dar aunque sea una carpa para que no aguanten frío,positivo
mi hija tuvo atencion en pediatria 8 dias debe hacerse examenes copro y de hemo el señor de la recepcion me pidio el numero telefono y me dijo que me llamaria en 48 horas para asignarme fecha para los examenes de laboratorio 8 dias,positivo
excelente trato hoy asistí por primera vez a este centro médico y la tención fue muy buenael pediatra tuvo fucifiente tiempo para  poder explicarme la situación de mi hijo  administrar la medicación,negativo
el personal de enfermería de laboratorio de no tiene buena actitud con los pascientes el lugar tiene excelente infraestructura y dotado de equipos de punta tiene pocos lugares de estacionamiento,positivo
la atención es buena la doctora de ginecología me atendió muy bien,negativo
pésimo nadie da una buena atencion no guían al paciente te hacen esperar y pierdes los turnos pésima atención,negativo
fui de urgencia con mi hijo el médico le diagnosticó rinitis y lo que tenía es hepatogamia además me dijo que no debía ir a urgencias y pedir cita,positivo
el servicio médico es muy bueno las instalaciones  muy buenas no tiene emergencia  y ahora no se puede pedir cita directamente  en ciertas  especialidades y el call  center  nunca te da cita en este centro,negativo
pésima atencion es una perdida de tiempo los médicos solo pueden recetar paracetamol y hacen el diagnostico al ojo ni un solo examenla atención no es un favor es un beneficio por el cual los afiliados pagamos mensualmente no es gratis,positivo
pésimo lugar para tu vida,negativo
l atención al público tienen que mejorar nuestros aportes sostienen este sitio pues nos merecemos mejor atención,negativo
terrible la atención  la última rueda del coche será el afiliado y el número de teléfono nunca responden,positivo
se llama al teléfono que aparece en la página pero no contestan mal servicio deben suspender y no hacer perder el tiempo,positivo
la atención debería mejorar mucho tanto en más personal capacitado y con buenas relaciones humanas,neutro
muy puntuales los accesos amplios una buena información la atención de primera,positivo
es un lugar amplio mederno muy buena atención al paciente y al publico,positivo
muy limpio baños de calidad atención médica muy buena personal administrativo muy amable y presto a ayudar,positivo
hay varios especialista que me atendieron médico general e internista para luego derivarme al hospital carlos andrade marín,negativo
la mala atención a los asegurados es la constante de este lugar y aparte de eso no tienen medicina para entregar,positivo
la atención es buena pero el no poder pedir cita para  la continuación de un tratamiento,positivo
excelente dispensario para consultas no se realizan procedimientos y no tiene emergencias son consultorios medicos,neutro
no hay atención en especialidades,neutro
me atienden bien solo me preocupa la medicina que nunca hay,negativo
no sé para qué ponen el número de teléfono en la página si nadie atiende no tienen personal o qué es lo qué pasa o simplemente pésimo servicio del iess lo cual no es de extrañar,positivo
"excelentes instalaciones
 facilidad de parqueo
 rápida atención",positivo
lo bueno que ahí en ese lugar existe taxis para poder movilizar tanto de  de regreso,negativo
es un dispensario de consultorios médicos conseguidas citas previamente por  llamada,negativo
buena atención pero gran dificultad para llegar,positivo
hermosa infraestructura pero con el mismo retardo de siempre y nunca contestan los teléfonos,positivo
buena atención se demoran en atender pero hay buena predisposición,positivo
en general es bueno el agendamiendo de citas sigue siendo un problema,positivo
por q la atencion es buena y con todas las medidas de seguridad,positivo
este centro por lo general está vacío y toman todas las medidas de seguridad,negativo
es un lugar limpio de buenos accesos una atención buena,positivo
excelente administración buena atención de nota el trabajo planificado,positivo
de tumbaco al centro de especialidades fácil de llegar y hay parqueadero,positivo
gran cantidad de especialidades y muy buenas instalaciones,positivo
"excelente
atención del personal de la farmacia",positivo
un lugar muy difícil para parquear,negativo
bien servicio no espere mucho por la atención,positivo
me esforzaré por justificar este cinco estrellas por mi trabajo,neutro
direccion exacta y alguna referencia por favor,positivo
nadie contesta a ese numero por favor cambien el numero o contraten a alguien,neutro
buenas noches una cionsulta por favor,positivo
excelente servicio y atención,neutro
cumple con todas las normas de bioseguridad,negativo
es u  centro de especialidades,positivo
excelente atención y las instalaciones de primera,neutro
consta con todo y recorrido visual mediante google maps,positivo
excelente lugar norte de quito,positivo
bien distribuido y ordenado,positivo
es cerca de mi vivuenda,positivo
buena atención y personal calificado,positivo
excelente servicio,neutro
normal atención con es en el iess,positivo
más o menos la atención,positivo
es muy bueno,positivo
divino,neutro
llega a tiempo,neutro
como llego,positivo
atención de primera,positivo
estuve ahí con mi hija de 2 años la niña tenía una infección urinaria expulsaba coágulos de sangre de sus genitales estuvimos allí dos veces el sábado y el domingo por la mañana siguiente el hombre de recepción ni siquiera miró tenía,positivo
pésima atenciónel sistema  atención 24 horas pero no quieren atender una emergencia a la hora de la tarde para ellos es muy fácil decir que vayan al hospital del sur cuando se vive en la marta bucaram y aveces no hay recursos para tomar un taxi,negativo
pésimo servicio los funcionarios súper groseros las instalaciones deterioradas y la manera en que se manejan muy burocrática voluntariamente no volvería a ese dispensario,negativo
lastima que la actitud de la sección enfermería es pésima aunque traten de ayudar y uno trata de decir algo porque no tiene tiempo por su trabajo  es allí  cuando se encrespan y  la pésima actitud aparezca después uno trata de decir algo,negativo
lamentablemente la persona especial que atiende en ventanilla es muy poco amable casi cae en despota,negativo
espacio físico muy reducido necesita mejoramiento tanto para el  para los afiliados,neutro
mucho trámite para validar los certificados de maternidad te mandan a cambiar a cada momento,positivo
excelente atención el médico familiar es un excelente médico,positivo
atención buena pero no tienen todos los  medicamentos,positivo
el número está mal,negativo
centro de servicios médicos del iess,negativo
atención oportuna pero lenta,negativo
hospital de atención a afiliados del iess en el sur de quito,neutro
centro de atención médica del iess,positivo
mucha gente,negativo
saludos cordiales estimados srs iess favor indicar que paso con el centro de especialidades sur occidental que esta cerrado y no hay atención y que se puede hacer con las citas para laboratorio y citas medicas sobre todo para personas ancianas y con difícultad para la movilidad gracias,negativo
pésima atención sobre todo del área de admisión que reciben los pedidos de los pacientes de 8h00 a 9h00 y el doctor recién envía el pedido 9h30 y ellos no toman en cuenta el tiempo y lo lejos que resulta trasladarse de norte de la ciudad,positivo
atención eficiente y rápida  muy buen trato a los  y empáticos pasantes de rx muy inteligentes integras presentables educadas y guapas,positivo
pésimo el trato a los afiliados si eres joven sal corriendo de allí y paga un seguro particular no hay donde dejar la bici y obligan a usar mascarilla menos los funcionarios que se  modelos si eres joven no pagues este servicio,negativo
pésimo servicio desde la señora de la ventanilla y demás trabajadores de la salud con sus excepciones desde luego mal mal de mal en peor el iesstratan al  si nos estuvieran haciendo un favor cuando nosotros aportamos mensualmente,positivo
hoy fuimos a la vacunación contra el covid19 todos los errores iniciales superados una excelente atención eso  debe ser el servicio público felicitaciones y sigan así,positivo
"acabo de vacunarme el servicio profesional de los servidores del ie
ss excelente pero la viveza criolla y la falta de respeto daña todo",negativo
muy buena la atención al cliente una infraestructura elegante además de ofrecer buenos servicios,positivo
alguien que me pueda decir si hoy domingo hay atención en este cetro de salud,negativo
no ponen los nombres de los doctores en la puerta y la chica de signos vitales no te dice dónde ir,positivo
pésimo  servicio y atención al usuario demasiado tiempo de espera para  un solo trámite,negativo
porque no ponen un numero de telefono para mayor información,positivo
buena atención con cita previa,positivo
atención con calidad y calidez,positivo
emergencias atiende 247 es funcional y atienden bastante rápido la atención es buena  a otros iesss hay especialidades que operan en este lugar en horario administrativo no sé por qué se llama iess cotocollao si este,negativo
no están atendiendo me tocó rogarle al guardia que me dé un turno pésima atención voy desde las 5pm  aquí y no me atienden para que se paga si no me atienden pésimo servicio,neutro
es limpio y funcional lamentablemente falta personal médico sanitario y administrativo las filas en servicio al usuario y farmacia son súper largas esperas de al menos 45min faltan medicinas en la farmacia y siempre se escucha decir que regresen a fin de mes que ahí de pronto y lleguen los medicamentos así desde el 2018,negativo
pésimo trato lastimosamente las veces que me han dado cita allí el médico está de vacaciones y con decir venga tal fecha ya creen que resuelven el problema que ocasiona tiempo transporte las molestias etc no hay ni donde estacionar un,negativo
pésimo servicio mala gestión mala estructura administrativa horas para ser atendido y nadie da respuesta no es posible que solo atienden 2 doctores para la cantidad de pacientes que llegan con diferentes necesidades y lo peor es que se,negativo
atención pésima al querer agendar un turno con el neurólogo la persona de información me indica que regrese en un mes para ver si existe turnos en éste trámite llevo más de un mes ahh sin embargo el descuento de afiliación si es,positivo
fatal el día ayer fui con turno y no avisan que los doctores no van atender falta  con los pacientes y existe un número para llamar y no sirve dada la incapacidad de los trabajadores del iess que no pueden contestar una llamada igual dejo el número que había ayer en la puerta inconpetentes,negativo
lo peor que puede haber en atención al paciente no atienden no están en el puesto de trabajo si es emergencia deberían hacer su trabajo ya que su vocación tiene una gran responsabilidad con el ser humano y si estamos ahí es porque nos,negativo
fila para todo el lugar se encuentra limpio se debe ir con 40 minutos de anticipación  para la fila de signos vitales y evitar perder la cita asignada,negativo
acudí al triaje por un dolor abdominal  tardaron media hora en tomarme los signos vitales cuando lo hicieron un sr apellido simbaña me dijo que tenía que ir a la emergencia del hcam porque aquí no podía resolver mi malestar por cierto,negativo
es el peor lugar que e podido asistir son de lo peor que puede ver en la historia del mundo una atención de última pésimo personal,positivo
la peor atención para mi hija  fuimos por una emergencia y tuvimos que esperar 5 horas para que la atiendan  aparte de que una sola persona estaba atendiendo a los niños y  llegaban muchas personas y los atendían enseguida pero para la,negativo
iess cotocollao una atención muy rápida muy ágil y sobre todo las personas de atención al usuario son respetuosos y muy rápidos un excelente servicio,positivo
muy limpio ordenado todos muy amables prestos a ayudar,positivo
atención muy demorada en emergencias los médicos pasan fuull ocupados pero son muy buenos el personal son muy amables,positivo
"mi experiencia aquí siempre ha sido buena
hasta por emergencia han sabido solventar rápido las necesidades del paciente",negativo
mala atención había una fila enorme para ingresar,positivo
cero estrela en emergencia el triaje solo hay una persona que atiende a medio tiempo se requiere más atención más de una hora esperando y seguir esperando ni los signos vitales toman hay que agonizar para que le tomen importancia,negativo
la atención horrible espera de más de 5 horas para ser atendido,negativo
"pésima atención la consulta dura 3 minutos y les mandan a todos paracetamol y loratadina
yo no toleraba el dolor y oh sorpresa me han mandado una ampolla que ni el",positivo
atención pésima en cuánto a información y nunca contestan al número telefónico,negativo
"buena atención lugar muy limpio
amplio baños limpios",positivo
"pésimo servicio
médicos sin empatia tienen a adultos de la tercera edad haciendo fila en farmacia cuando ya no pueden ni sostenerse en pie",neutro
debe mejorar la atención a los pacientes en todas las áreas,negativo
pésimo servicio por parte del personal medico el día de hoy asistí por una cita y lamentablemente creo que el doctor burneo el cual me atendió es adivino porque ni siquiera me hizo un chequeo en menos de 8 minutos me dijo que tenía que,negativo
deberían dejar entrar al paciente con un acompañante aunque no sea menor de edad porque ahí mismo tienen muchas filas y al mismo enfermo le toca estar en todos lados esperando,positivo
pesima atencion el peor centro ambulatorio del iess el doctor se demoro 3 minutos en atenderme es un grosero y no sabe explicar nada solo dice que retire pastillas en la farmacia y nada mas dr suarez aparte que estaba en el celular no,negativo
demasiado tiempo de espera para tomar un turno deberían pensar en automatizar  e ir a la era tecnológica seria el éxito atención muy buena,positivo
el odontologo drperez es un patan llege 10min tarde a la cita y me cerro la puerta en la cara este tipo de sujetos deben salir del iess,negativo
pesimo servicio espere como 8 meses para un turno de ginecologia para que me digan regrese en dos meses mas por mi parte dejare la respectiva queja por escrito en direccion medica para que se tomen los debidos correctivos,negativo
el peor servicio de qué sirve un seguro sin nunca tienen agenda para una biopsia o endoscopia esperar 3 meses para un turno increíble para colmo de males el personal carece de educación empatía y amabilidad son lo peor,positivo
realmente preocupada  me realizaron un exámen hace 1 mes aún no esta en el sitema me comunicoa la numero de conveional que esta en inf  ninguna opciín es valida es una burla,neutro
les falta capacitación en atención al cliente el personal a excepción de una señora que trabaja ahí hace años no atiene rápido en las distintas ventanillas ya que conversan entre ellos o por el celular juegan con el tiempo y dinero de,positivo
no hay medicamentos son hipertensa y con problemas de los nervios y tampoco hay medicamentos,negativo
"4 horas esperando atención para que te digan que no tienen pruebas y te hagas con un privada para que pagamos seguro social
les recuerdo que pagamos por este servicio no es que nos hagan un favor",positivo
pesima atención ya estoy esperando mas de una hora y mi novio tiene una laceracion grave en el dedo pulgarno aguanta el dolor y en el triaje nos mandan a esperar mas de dos horas para k el medico le examine porque afirman que solo,negativo
realmente tiene mucho que mejorar el iess es un servicio que le corresponde por ley a todos los que aportamos en su mayoría desde muy jóvenes y no me parece que pequeñas cosas deberían mejorarla  ejemplo deberían tener todos los que,positivo
debería alguien informar que la gente tome asiento  porque se va al llamar por los nombresya que para realizar el isopado  tocó hacer una fila degana para citas medicas les  assistanet excelente prestador de servicio en mi opinión el mejor que tiene convenio el iess,negativo
"el servicio de salud es pésimo
no m parece que a un niño le hagan esperar 4 horas con dolor porque  no tiene fiebre",negativo
hoy lunes 8 de octubre fui hacerme atender al hospital del iess cotocollao x una leción en la columna la atención muy mala primero tuve que esperar 3 horas para  que me  tomen los signos vitales luego  otras 3 horas y solo para q me digan,negativo
es un pésimo lugar en los otros hospitales no hay tanto lío para agendar una simple cita,positivo
organizado limpio y la atención ágil cuando fui al iess san francisco y me derivaron allá pensé que iba a ser un problema de echo mucho mejor y rápido,positivo
"son todos cavernícolas administrativos y pacientes por igual
soy extranjera hace 8 meses vivo en quito por trabajo y esta semana falté por primera vez por lo que tuve q ir al iess a hacerme atender para tener el",negativo
me trataron excelentemente bien me ayudaron muy rápido y muy eficiente gracias a los doctores estuve sola y me apoyaron muchísimo,positivo
pésima atención de cardiología en medio de la consulta se pasean otros médicos dentro del consultorio a prepararse café tampoco no me dieron un certificado de asistencia a consulta,positivo
la atención es buena se tiene que esperar un poco hay que tomar en cuenta que se atiende según la emergencia por lo demás en lo particular me han atendido muy bien,positivo
se puede mejorar si recibí buena atención y disponían de medicamentos,positivo
el servicio de los médicos es bueno y en general la atención es muy buena es  y tiene muchos servicios a los pacientes con calidad y calidez la razón por la que pongo 2 estrellas es para  y advertir a la personas que,positivo
muy buena la atención de los funcionarios y empleados del dispensario médico muy limpio buena señalética y equipos,positivo
muy mala experiencia tuve cita con el doctor klever paz es una persona muy grosera no sabe tratar despota bueno de todos los doctores q me hecho atender este es el peor  que si uno les esta pidiendo limosna ellos tienen sueldo gracias a nuestros aportes no lo hacen gratis,positivo
no todos son tan amables la doctora de pediatria de planta alta no supo lo que es atender a un niño de 1 año 8 meses que no quiso dejarse tocar sus partes tan  que no podia rebisarlo por que no se deja y no le iso el chequeo que era normal aserle es una mediocre asi que por favor a hables con la señora gracias,negativo
es el peor centro médico del iess puede estar en muriendo la gente sentada que nadien hace nada y le atiende cada dos oras yo nosé paraque se paga el seguro si ni medicina tiene,positivo
el iess cotocollao se asegura de contratar  sin un apice de empatia o deseo de ayudar una verdadera verguenza para cualquier necesidad visitar cualquier agencia menos esta,positivo
este lugar deberia tener un telefono de emergencia no es justo que nosotros los afiliados no tengamos una forma  ya que por la misma salud queremos tener informacion via telefonica aencion se llama alnumero y esta fuera de servicio que lastima de pais,negativo
muy demorados la atención desde las 10 de la mañana hasta las 4 de la tarde q me atendieron,positivo
falta personal para una atención más ágil y no tienen en stock muchas medicinas,negativo
la atención en este centro médico es menos que pesima no manejan ningún proceso los médicos son groseros y las enfermeras no tienen idea de lo que hacen,positivo
para el caso de emergencia de vías respiratorias el tiempo de atención fue bueno y el personal amable,negativo
mucha gente en horas laborables,positivo
"horrible
pésimo trato al visitante
no  ni preocupación real por la salud",neutro
hay limpieza constante en la sala de emergencias no hay control un hombre escuchaba música a alto volumen y nadie le dijo nada hasta pasado muchísimos minutos,negativo
si bien sabemos que el iess está colapsado y en problemas económicos debo decir que los médicos siempre me atienden de muy buena forma en el dispensario de cotocollao,positivo
tiene un numero telefonico y sus extensiones y no contestan por nada del mundo es una pasadera de tiempo pongan numeros q si contesten gracias,negativo
atención buena para lo que yo necesito,positivo
hace unos meses atrás me hice atender por un  problema de salud la atención fue muy buena espero sigan adelante,positivo
pésimo servicio prendidas en el teléfono en horario laboral y en emergencia,negativo
mejorar la agilidad en la atención y en todo el servicio en general,neutro
están enviando a hacer pruebas de covid particularmente dicen que no tienen y toca pagar por hacerse una prueba particularmente la pregunta es para que se paga al seguro,neutro
hay que trabajar en la atención por parte del personal y médicos,positivo
les haces falta tener un poco de mejor servicio al cliente en especial a las enfermeras de los signos vitales en el segundo piso deberían tener un poco de ética y hacer su trabajo con gusto al fin y al cabo no es de gratis que lo hacen,positivo
llegue con un malestar bien grave y me han derivado a todos los especialistas y exámenes respectivos,negativo
es un centro médico muy práctico cada vez que tengo una emergencia acudo a éste centro médico,neutro
para ser atendido hay que esperar mucho tiempo,negativo
la señora que atiende en el área de mamografia le falta ser   es el proceso,neutro
felicito y agradezco la atención oportuna recibida el día hoy  al médico traumatólogo agradezco por su profesionalismo y buen trato,positivo
trato considerado y ni se diga la médica neuróloga dra alvarez gran profesional,positivo
son muy atentos con sus pacientes los médicos cumplen con las necesidades de cada paciente,positivo
la atención fue rápida no hay mucha gente lugar limpio y ordenado,negativo
hay que esperar mucho tiempo para que atiendan a una persona,positivo
un centro  limpio iluminado bonito muy buena atención de medicos y enfermeras,positivo
la atención del dispensario iess es muy buena claro que hay que seguir mejorando en la atención por la gran demanda de usuarios,negativo
"no es un sitio muy seguro para pasientes sin covit
mas es en el area de rayos x todos mesclados",positivo
es un pésimo servicio tres horas de espera para que vuelvan a repetir la medicación que ya se estaba tomando y no hacía efecto,positivo
pesimo servicio a los pacientes,negativo
carece de muchas cosas para ser un buen servicio entre ellas la agilidad y buen trato,negativo
pésimo servicio  de ciertos empleados y profesionales que no tienen criterio de servicio a,positivo
por la tarde es mejor la atención que en la mañana,neutro
el servicio es para asegurados es necesario esperar para ser atendido,positivo
recibí atención oportuna en el área de emergencias con personal capacitado y amable,positivo
no hay atención diferenciada para la tercera edad,neutro
todo ok,positivo
pésima atención a los asegurados y jubilados,negativo
"muy buena la atención
el gps me llevo sin contratiempos",positivo
mucha gente y pésima atención,positivo
se demoran un poco en atenderte pero es debido a la cantidad de gente,negativo
buen lugar solo necesita más agilidad,positivo
es muy  y las personas que están en atención al cliente son déspotas,positivo
lindo lugar muy especial,positivo
buena atencion,positivo
atención muy estropeada y lenta,positivo
como siempre en la mayoria de instituciones nunca contestan una llamada,positivo
la atención muy buena hay de toda especialudad,negativo
excelentes profesionales de la salud especialmente el área de neurología y oftalmología,positivo
buena atención de la mayoría de personas,positivo
buena atención del personal médico,positivo
muy rápida la atención el personal amable,positivo
no tuve ningún problema en la atención,neutro
un buen trato para los afiliados,positivo
hoy fui por que estaba bien drogado y quería conocer cotocallados,positivo
la atención les falta mejorar,negativo
abandonado por no haber medicinas lo  siempre,neutro
pésimo actuar con las personas que necesitan información pésimo servicio,neutro
pésima  atención del guardia malcriado,negativo
excelente atención  sin ningún contratiempo,positivo
falta mejorar la atención al público,neutro
atención muy retardada,positivo
tiene  mejor,neutro
profesionalismo cordialidad de parte de traumatología,neutro
esta bien,neutro
básico,neutro
atención oportuna,positivo
atienden rápido,negativo
lenta atención,negativo
no le pongo menos porque no hay,positivo
limpio,positivo
iess al fin y al cabo,neutro
buen servicio,positivo
buenos doctores,positivo
rapido,positivo
mala atención,negativo
mas o menos,negativo
mayor cuidado,positivo
horrible cuidado no atiende rápido casi casi tienes que estar muerto para que te atiendan no dan exámenes no haces ni siquiera los exámenes pertinentes para dar un diagnóstico terrible sitio,positivo
es un buen centro de salud,positivo
buena actitud,positivo
mil millones,neutro
"el servicio de emergencia es una burla
desorden y perdonal  el msp debe hacer algo con este centro de salud un médico para emergencias siendo un tipo c",negativo
por fabor agregar un numero verdadero se llama para coger citas pero el numero es equivocado,negativo
"hoy 18 de julio del 2022 estuvimos  6 personas 3 horas para que nos atendieran por sisntomas de gripe y tos
los que atendían resulto ser pasantes  atendiendo con demora  reclamos a la",negativo
acabo de ir a varios llegan los supuestos médicos y preguntan los síntomas riéndose cómo si se burlan me hacen esperar para luego decirme que no me van atender riéndose también pertenezco al sistema de salud y me parece de lo peor este servicio,negativo
poca educación del guardia y además se prioriza amistades para el ingreso a los servicios falta de seriedad en los horarios de atención el médico tenía que atender a las 4 y salió 4y40 y nadie informa nada,negativo
como todo el sistema de salud es ineficiente para cojer un turno por el call center te programan para después de un mes o más cuando toca hacer exámenes te programan mínimo después de dos meses y si se solicita un turno por ventanilla por la premura de los exámenes nunca hay que todo por call center,negativo
pésima atención tiempo de espera más de 4 horas solo para una simple consulta hay varios pacientes que esperan con dolor muy pesima coordinación,negativo
fue una buena atención en cuanto al personal para el usuario para agenda de turno hay 3 ventanillas pero atiende 1  sugerencia deben tener solo 1 ventanilla sólo para atención a call center,negativo
para una simple consulta estuve  2 horas al personal no le interesa en nada el bienestar del paciente puesto que te tienen esperando inclusive afuera del edificio,negativo
para la atención de emergencias un centro tipo c que parece de última los pacientes que les deán turno igual pasan en la calle sin atención,positivo
la verdad es que es un buen centro medico ademas de contar con servicio de rx y atencion toda la noche la verdad si desean una atención les  todo lugar publico tienen que esperar su turno,positivo
más de 10 personas esperando en emergencias y no hay nadie que atienda y si se pregunta responden no es asunto mio,positivo
"horas sin atención el guardia hace pasar a sus conocidos 
pésimo mejor dirigirse a otro centro",negativo
mala no hay médicos para atender los turnos posponen,negativo
al momento atendiendo solo consulta externa en en centro comercial chiriyacu segunda planta por motivo de remodelación,negativo
la atencion es buena pero la cita para la atencion con los especialistas es muy demorosa es necesario mejorar en ese aspecto,positivo
centro de salud con profesionales que brindan atención de calidad espacios limpios y personal preocupado por brindar soluciones a los usuarios,positivo
"pesima atención tanto de las personas que te atienden en  el personal médico
la atención es realmente mala",negativo
terrible atención al menos 4 personas se fueron porque pasaron 4 horas y no se les hacía la revisión no les importa la emergencia del paciente pésimo servicio,negativo
la atención es muy demorada en la noche hay más doctores paseando por el lugar que brindando atención,positivo
muy pero muy mal servicio por parte de la enfermera de emergencia una persona venezolana muy grosera los médicos son otra cosa muy delicados y minuciosos excelentes profesionales,positivo
algunos doctores de emergencia son muy déspotas con los pacientes y gritan y atienden de mala gana,negativo
sus instalaciones fueron remodeladas y expandidas para poder brindar servicio médico a más personas,neutro
no hay médico y lleno de venezolanos lenin moreno,positivo
revisan de manera muy basica,neutro
no existe medicinas,neutro
quiero atenderme ai,neutro
bueno,positivo
excelente establecimiento,positivo
súper,neutro
no sé,negativo
este es el peor centro de salud voy por emergencia y me dicen que no hay atención que me vaya a otro lado,neutro
dieron la cita y al final no atendieron,positivo
asisto al grupo de mamitas embarazadas y mamitas lactantes es gratificante tener acompañamiento en ésta etapa,positivo
la atención que brinda la obstetriz es de calidad te hace sentir entendido y te atiende con una muy buena actitud,positivo
la atención en este centro es muy buena em especial la de la obstetriz que es muy dedicada a su trabajo y a sus pacientes todos los profesionales están prestos para ayudar a quien va necesitando atención,neutro
a cambiado bastante la atención del personal,positivo
la atención muy buena y las medicinas por ser sector publico son gratis,positivo
muy bueno el lugar pequeño pero esta bien,neutro
no dan ni una aspirina,positivo
genial,positivo
la atención fue rápida cordial y muy profesional por parte de los médicos y todo el equipo encargado de la salud de los pacientes salimos muy contentos con la atención recibida un hospital con un servicio que en muchos países ni por privado encuentras gracias,neutro
mi hija dio a luz y su bebé tuvo que quedarse en cuidados intermedios de neonatología maltrato y descuido por parte de la mayoría de enfermeras a cargo es lo que se recibió en este lugar,positivo
el hospital de especialidades cam es el más grande del seguro social siempre está lleno pero hay buena atención los médicos especialista son muy profesionales y con gran experiencia lo cual se agradece mucho  ojalá todos los hospitales del seguro tuvieran  la misma capacidad,positivo
buena experiencia en el trato de doctores área de traumatología columna mi mamá salió muy bien lo único de malo es que  materiales e insumos que si es un gran gasto en el debemos tener derecho para algo se está pagando el iess por otra parte buena atención médica,negativo
atención rápida eficiente pero para transferencias es un total caos,positivo
aquí las enfermeras son unas groseras mal educadas con  fuera de lugar enserio si no tienen vocación mejor dedíquense a otra cosa y ni hablar de esos guardias inhumanos que no dejan entrar a ver al familiar ni dan informes,positivo
yo tuve allí a mi bebe a pesar que la ginecóloga que me envió a sala de parto fue un poco grosera la cesárea el cuidado a mi bebe y a mi fue maravilloso gracias,positivo
los dra gineoncóloga pamela vallejo  fue mi cirujana y es una excelente profesional todo el personal estuvo muy atentados a mis cuidados quedé muy bien de mi cirugía les agradezco muchísimo,positivo
"lamentablemente funciona a medias ahora se supone toca pagarle al tipo de los turnos para que no te saque el día de la cita
que lastima toparse con gente tan de última en una institución pública",positivo
buenas tardes por favor a sus fisioterapistas que no se pongan a chismear ni estar en los celulares cuando tengan pacientes y se dediquen a ellos para eso mismo van para que les ayuden a recuperarse,positivo
