wiI7pd,comentarios_traducidos
buena atención cuidan los procedimientos anti covid,"good care, they take care of the anti covid procedures"
excelente atención al cliente y lindo lugar,excellent customer service and nice place
la experiencia en el área de fisioterapia es excelente,very good service and even at night
muy buena atención y hasta en la noche,experience in the physiotherapy area is excellent
todavia no graciss,still no thanks
bueno la atencion no es todo de lo mejor pero algo es algo,well the attention is not all the best but it is something
seguro social que podría decir,social security what could you say
buen servcio de atención medical,good medical care service
muy mala atencion,very bad attention
excelente la atención,excellent attention
muy util,very useful
atención a tiempo y cordial,timely and friendly attention
pesima atención,terrible attention
por este hospital,for this hospital
un lugar muy limpio,a very clean place
hospital solo para asegurados al iess,hospital only for IESS insured
faltan parqueaderos,there are no parking spaces
falta estacionamientos,lack of parking
cómodo,comfortable
pésimo,appalling
un poco demoroso,a little late
atencion lenta,They are not so agile
no son tan ágiles,slow attention
ecelente atención,excellent attention
lejos lejos,good professionals
exito,far far
buenos profesionales,success
la atencion es buena,very good hospital
muy buen hospital,crowded with no parking spaces
lleno de gente sin plazas de aparcamiento,reduce
reducir,"There are no referrals nor for a control exam and the pediatrician who treated my son, what an ugly attitude and when you go to make an appointment there is only one in that place, they didn't give me medicine or anything, terrible service, going from afar to have him treated like this"
el día de hoy mi hija tenía cita cita médica pero la pediatra no quiso atenderle ahí nadie hacia nada más que conversar y estar en el celular hasta la dra déspota prefirió no atender a mi hija que le dije que está enferma con fiebre y,"The attention is terrible, the lady who schedules shifts attends to the patients without kindness and is rude, telling me in a rude manner and raising her voice that she does not give information and that I should go somewhere else, terrible cousin, the staff is terrible."
pésima la atención la señorita de agendamiento de turnos atiende a los pacientes sin amabilidad y es una patada grosera diciendome de manera grosera y alzandote la voz que ella no da informaciónes y que me valla a otro lado  primo pésimo pésimo el personal,"My daughter had an appointment with a pediatrician but she, very arrogant, did not even listen to me when I tried to explain my daughter's situation, she interrupted me and reluctantly told me that they were going to call me so that my daughter can undergo surgery now."
no hay derivaciones ni tampoco para examen de control y la pediatra que atendió a mi hijo que actitud tan fea y cuando uno va a sacar cita solo hay en ese lugar  tampoco me dieron medicina ni nada pésimo servicio ir desde lejos para que lo traten así,"I went for a check-up, they serve you with the doors open, there is no privacy, the doctor who treated me did not ask me anything at all, he told me what he was doing. 
I had to wait 130 to pick up medicine from the pharmacy, there was nothing."
"fui a una revisión te atienden con las puertas abiertas no hay privacidad el médico que me atendió no me preguntó absolutamente nada me dijo a qué viene 
tuve que esperar 130 para retirar medicina de la farmacia no había nada",Patient care can be improved in the areas where appointments are made for exams and also in the pharmacy.
mi hija tuvo cita con una pediatra pero ella muy arrogante ni siquiera me escuchó cuando trate de explicar la situación de mi hija me interrumpía y de mala gana me dijo que ya me iban a llamar para que mi hija pueda ser intervenida ya,"excellent and timely care, I arrived before the indicated time and I was immediately treated by Dr. Lina Guamaní, a very professional and attentive endocrinologist. Congratulations from the few IESS hospitals where they treat the patient well."
no hay turnos por  no hay medicinas no atienden en el laboratorio para el agendamiento de citas en la tarde no hay reactivos para exámenes de laboratorio por ende no dan cita para exámenes de laboratorio dan citas para exámenes de imagen después de 4 meses todo un desastre con este gobierno,The attention is good
se puede mejorar la atención a los pacientes en las áreas en dónde se toma de turnos para los exámenes y también en farmacia,"There are no appointments because there are no medicines, they do not attend the laboratory to schedule appointments in the afternoon, there are no reagents for laboratory tests, therefore they do not make appointments for laboratory tests, they make appointments for imaging tests after 4 months, a complete disaster with this government"
"no sé para que se asigna citas si los médicos no atienden a tiempo se llega con tiempo respetando lo que indican pero no atienden
las enfermeras no dan información y se pasan conversando en lugar de ayudar
este servicio no es gratuito mensualmente pagamos por el se debe mejorar","Today my daughter had a medical appointment but the pediatrician did not want to see her. There, no one did anything but talk and be on the cell phone. Even the despotic doctor preferred not to see my daughter. I told her that she is sick with a fever and"
excelente y oportuna atención llegue antes de la hora indicada y me atendieron inmediatamente la dra lina guamaní endocrinóloga muy profesional y atenta felicidades de los pocos hospitales del iess donde tratan bien al paciente,terrible the worst service from the assistant nurses who ordered the weight card etc and a despotic doctor they do not ask for favors nor do they know how to ask without manners some were on the 3rd floor and the worst service
terrible  la peor atención de las enfermeras ayudantes que orden la cédula peso etc y un médico déspota no piden de favor ni saben preguntar sin modales algunos fue en el 3er piso y el peor servicio,They took great care of my girlfriend and helped us schedule another appointment in the same place. Keep it up
atendieron muy bien a mi novia además nos ayudaron agendando otra cita en el mismo lugar sigan así,"I don't know why appointments are assigned if the doctors don't attend on time, you arrive on time, respecting what they indicate, but they don't attend.
The nurses do not give information and spend time talking instead of helping
This service is not free monthly, we pay for it, it must be improved"
la primera vez la grosera fue una enfermera ahora una doctora apellido rengel nereida de pediatría  que debería tener tino al decir algo o dar un diagnóstico que imposible que lo de en unos minutos y decirle autista a mi hijo de nuevas a,"The first time the rude person was a nurse, now a doctor with the last name Rengel Nereida from pediatrics who should be wise when saying something or giving a diagnosis that it is impossible for me to give it in a few minutes and call my son autistic again."
un edificio muy grande  de especialidades para informar que  los laboratorios no sirven,a very large specialty building to report that the laboratories are of no use
no buscan curar a los afiliados nadie controla la mala atención de los médicos,"terrible hospital, the nurses have such a high ego that someone tells them that they are not doctors and they are simple nurses, you will go, they treat you with contempt, you ask for information, they point out and they really leave, this hospital is inefficient."
terrible hospital las enfermeras tienen el ego tan alto que alguien les diga que no son médicas y son simples enfermeras que irás te tratan con desprecio pides información señalan y se van de verdad que ineficiente este hospital,good care but there are no medicines or nearby shifts
buena atención pero no hay medicinas ni turnos cercanos,"At the last minute they called me to cancel my appointment for which I waited 2 months and they rescheduled me for 1 month but it's not the clinic, it's the IESS in general, the bad service they give to Ecuadorians is the last straw."
a ultimo momento me llamaron a cancelar mi cita para la cual espere 2 meses y me reagendan para dentro de 1 mes mas no es la clínica es el iess en general es el colmo el mal servicio que dan a los ecuatorianos,excellent service when it arrives on time
excelente servicio cuando se llega a tiempo,"hospital located in the north of the city, good care with a wide variety of specialties"
hospital que queda en el norte de la ciudad buena atención con gran variedad de especialidades,"I am a chronic patient, what's the point of being treated and tested if I generally never receive the medicine? They say call that number to ask if the medicine has arrived and what's the point if they never answer, they never answer, they're a joke."
pésima atención y coordinación se tiene una cita específica después de meses y dicen que se cambia la fecha nuevamente por qué el dr no está o simplemente algo surgió el tiempo que damos a cada actividad realizada no me devuelve el tiempo,"They do not seek to cure the members, no one controls the poor care of the doctors"
soy paciente crónica de que sirve que me atiendan y me hagan exámenes si por lo general nunca recibo la medicina dice llame a tal número para que pregunte si ya llega la medicina y de que sirve si igual nunca de los nuncas contestan son una baina,"I went to dentistry for a prophylaxis. The professional took 4 minutes to complete the procedure. In other subsidiary establishments, it is much better to perform the procedure."
el centro de especialidades comité del pueblo  ponceano es limpio amplio,"Terrible, no one gives good care, they do not guide the patient, they tell you poorly where to go and that is why the shifts are lost, terrible attention, the internal medicine dragoon worker explains it to him and only says to take another shift again and everything for one minute"
fui a odontología a una profilaxis  la profesional se tardó 4 minutos en el procedimiento  en otros establecimientos filiales es muchisimo mejor realizan el,"It is supposed to be a specialty center, that is, almost a hospital, it must exist, there is no bathroom cleaning, worse, it still does not have paper rolls."
el pediatra que atendio a mi niña fue demaciado parco nada profecional le lleve a mi niña  de 1 año 3 meses de ead con malestar estomacal este medico dijo que solo esta tratando afecciones respiratorias extendio la receta,The parking lots are sufficient but very narrow and users do not respect the corresponding areas and park as they should and there is no authority to enforce respect. It would be advisable to expand the service specialties.
pésimo nadie da una buena atencion no guían al paciente te indican mal a dónde es que se tiene que acercarse y por eso  se pierden los turnos pésima atención la draguerrero de medicina interna se le explica y solo dice q vuelva a coger otro turno y todo por un minuto,"The Ponceano People's Committee Specialty Center is clean, spacious"
hoy día a las 10h00 tenia que venir al domicilio la doctora geriatra para ver a mi papá jorge lopez de 83 añosson las 12h33 y no llega ni llama,Terrible attention and coordination. You have a specific appointment after months and they say that the date will be changed again because the doctor is not there or something simply came up. The time we give to each activity carried out is not returned to me.
se supone que es un centro de especialidades es decir casi un hospital debe existir la  tal no hay limpieza de baños peor aún no tiene rollos de papel,"Today, Saturday, May 27, 2017, my mother and I attended her medical appointment in general medicine. The question I asked myself was, is this building a funeral home or a dispensary? It was a cold and abandoned building. There was no one there, only the lady."
los estacionamientos son suficientes pero muy estrechos y los usuarios no respetan las áreas correspondientes y se estacionan cómo deben y no hay autoridad que haga respetar sería conveniente que amplíen las especialidades de atención,"In pharmacy, they should speed up care, increase more staff, not only does one person wait too long for more than 30 minutes. Being a health center, crowding of people should be avoided."
hoy día sábado 27 de mayo de 2017 asistimos con mi madre a su cita médica en medicina general la pregunta que me hice fue este edifico es una funeraria o un dispensario era un edificio frío y abandonado  como no había nadie sólo la srta,"The pediatrician who treated my daughter was very sparing, not at all professional. I took my 1 year and 3 month old daughter to him with an upset stomach. This doctor said that he was only treating respiratory conditions and extended the prescription."
el centro de especialidades comité del pueblo se muestra una muy cómoda infraestructura no tengo automóvil así que vine a pie desde la av eloy alfaro y gracias a maps logré llegar fui atendido excelente y me voy contento eso sí todo,"The center of the town is located north of the city of Quito, it has a great infrastructure, large waiting rooms, adequate signage to guide you inside the hospital, good service from the staff and parking for visitors in general, good service."
en farmacia deberian agilizar la atención aumentar mas personal no solo una persona se espera demasiado tiempo mas de 30 minutos siendo un centro de salud debe evitarse la conglomeración de personas,"The town committee specialty center has a very comfortable infrastructure. I don't have a car, so I came on foot from Eloy Alfaro Avenue and thanks to maps I managed to get there. I was treated excellently and I am leaving happy, but that's all."
el centro de  del pueblo se encuentra al norte de la ciudad de quito cuenta con una gran infraestructura amplias salas de espera señalética adecuada para guiarse dentro del hospital buena atención del personal y parqueadero para visitantes en general buena atencion,"Today at 10:00 the geriatric doctor had to come to the house to see my father Jorge Lopez, 83 years old. It's 12:33 and he hasn't come or called."
nunca contestan el telefono a los afiliados me parece un maltrato de parte del centro no vamos a ir solo por una inquietud tan lejos,They never answer the phone to the members. It seems like mistreatment on the part of the center. We are not going to go so far just because of a concern.
pésima atención nunca tienen medicina y  si estuvieran de apuro cuando lo único que tienen pendiente se nota que es la conversa entre ellos no cojan citas aqui cero recomendado,There should be traffic control on the outskirts since taxi drivers park where they always want and cause discomfort in traffic.
no contestan el número de teléfono a los afiliados está muy lejos para ir por una inquietud me parece muy mal eso porfavor cambien eso gracias,"Terrible service, you can't get by going there if they never have medicine, I don't know why they discount us every month if there isn't good service."
debería haber un control de tránsito en las afueras ya que los taxistas se estacionan donde les da la  siempre y causan malestar en el trafico,"The waiting room is in the parking lot and there pregnant women, sorry for the elderly who are suffering from the cold, should be given at least a tent so that they do not endure the cold."
pésimo servicio no se saca uno yendo allá si nunca tienen medicinas no se para que nos descuentan cada mes  si no hay un buen servicio,My daughter had pediatric care for 8 days. She must have copro and hemo tests. The man at the reception asked me for my phone number and told me that he would call me in 48 hours to assign me a date for the laboratory tests. 8 days
la sala de espera está en el parqueadero y ahí mujeres embarazadas perdonas de la tercera edad aguantando frío deberían dar aunque sea una carpa para que no aguanten frío,excellent treatment today I attended this medical center for the first time and the care was very good the pediatrician had enough time to explain my son's situation to me and administer the medication
mi hija tuvo atencion en pediatria 8 dias debe hacerse examenes copro y de hemo el señor de la recepcion me pidio el numero telefono y me dijo que me llamaria en 48 horas para asignarme fecha para los examenes de laboratorio 8 dias,The laboratory nursing staff does not have a good attitude towards patients. The place has excellent infrastructure and is equipped with cutting-edge equipment and has few parking spaces.
excelente trato hoy asistí por primera vez a este centro médico y la tención fue muy buenael pediatra tuvo fucifiente tiempo para  poder explicarme la situación de mi hijo  administrar la medicación,"Terrible, no one gives good care, they do not guide the patient, they make you wait and you lose your appointments, terrible care."
el personal de enfermería de laboratorio de no tiene buena actitud con los pascientes el lugar tiene excelente infraestructura y dotado de equipos de punta tiene pocos lugares de estacionamiento,The care is good. The gynecology doctor treated me very well.
la atención es buena la doctora de ginecología me atendió muy bien,"They do not answer the phone number for the affiliates, it is too far away to go for a concern, that seems very bad to me, please change that, thank you"
pésimo nadie da una buena atencion no guían al paciente te hacen esperar y pierdes los turnos pésima atención,"Terrible attention, they never have medicine and if they were in a hurry when the only thing they have pending is the conversation between them, do not make appointments here, zero recommended"
fui de urgencia con mi hijo el médico le diagnosticó rinitis y lo que tenía es hepatogamia además me dijo que no debía ir a urgencias y pedir cita,"The medical service is very good, the facilities are very good, there is no emergency and now you cannot make an appointment directly in certain specialties and the call center never gives you an appointment at this center."
el servicio médico es muy bueno las instalaciones  muy buenas no tiene emergencia  y ahora no se puede pedir cita directamente  en ciertas  especialidades y el call  center  nunca te da cita en este centro,"Terrible attention, it is a waste of time, doctors can only prescribe paracetamol and they do not diagnose the eye with a single examination, attention is not a favor, it is a benefit for which members pay monthly, it is not free."
pésima atencion es una perdida de tiempo los médicos solo pueden recetar paracetamol y hacen el diagnostico al ojo ni un solo examenla atención no es un favor es un beneficio por el cual los afiliados pagamos mensualmente no es gratis,Public attention has to improve our contributions that support this site because we deserve better attention
pésimo lugar para tu vida,terrible attention the last wheel on the car will be the affiliate and the phone number they never answer
l atención al público tienen que mejorar nuestros aportes sostienen este sitio pues nos merecemos mejor atención,"You call the phone number that appears on the page but they do not answer, bad service, they should suspend and not waste your time."
terrible la atención  la última rueda del coche será el afiliado y el número de teléfono nunca responden,"very punctual, wide access, good information, first-class attention"
se llama al teléfono que aparece en la página pero no contestan mal servicio deben suspender y no hacer perder el tiempo,"It is a large modern place, very good attention to patients and the public."
la atención debería mejorar mucho tanto en más personal capacitado y con buenas relaciones humanas,"I went to the emergency room with my son, the doctor diagnosed him with rhinitis and what he had was hepatogamy, and he also told me that I should not go to the emergency room and make an appointment"
muy puntuales los accesos amplios una buena información la atención de primera,"Care should improve greatly, both with more trained personnel and with good human relations."
es un lugar amplio mederno muy buena atención al paciente y al publico,very clean quality bathrooms very good medical care administrative staff very friendly and ready to help
muy limpio baños de calidad atención médica muy buena personal administrativo muy amable y presto a ayudar,There are several specialists who treated me as a general practitioner and internist and then referred me to the Carlos Andrade Marín hospital.
hay varios especialista que me atendieron médico general e internista para luego derivarme al hospital carlos andrade marín,Terrible place for your life
la mala atención a los asegurados es la constante de este lugar y aparte de eso no tienen medicina para entregar,The care is good but not being able to make an appointment to continue treatment
la atención es buena pero el no poder pedir cita para  la continuación de un tratamiento,"excellent dispensary for consultations, no procedures are performed and there are no emergencies, they are medical offices"
excelente dispensario para consultas no se realizan procedimientos y no tiene emergencias son consultorios medicos,there is no attention to specialties
no hay atención en especialidades,"They treat me well, I'm just worried about the medicine that never exists."
me atienden bien solo me preocupa la medicina que nunca hay,"I don't know why they put the phone number on the page if no one answers, they don't have staff or what's going on or simply terrible service from IESS which is not surprising"
no sé para qué ponen el número de teléfono en la página si nadie atiende no tienen personal o qué es lo qué pasa o simplemente pésimo servicio del iess lo cual no es de extrañar,The good thing is that there are taxis in that place to be able to get both back and forth.
"excelentes instalaciones
 facilidad de parqueo
 rápida atención",good service but great difficulty to get there
lo bueno que ahí en ese lugar existe taxis para poder movilizar tanto de  de regreso,It is a dispensary of medical offices with appointments previously obtained by call
es un dispensario de consultorios médicos conseguidas citas previamente por  llamada,Poor attention to the insured is the constant of this place and apart from that they have no medicine to give
buena atención pero gran dificultad para llegar,beautiful infrastructure but with the same delay as always and they never answer the phones
hermosa infraestructura pero con el mismo retardo de siempre y nunca contestan los teléfonos,"good attention, they take a while to attend but there is a good predisposition"
buena atención se demoran en atender pero hay buena predisposición,"In general it is good, scheduling appointments is still a problem"
en general es bueno el agendamiendo de citas sigue siendo un problema,because the attention is good and with all the security measures
por q la atencion es buena y con todas las medidas de seguridad,"excellent facilities
 ease of parking
 fast attention"
este centro por lo general está vacío y toman todas las medidas de seguridad,This center is usually empty and they take all security measures
es un lugar limpio de buenos accesos una atención buena,It is a clean place with good access and good service.
excelente administración buena atención de nota el trabajo planificado,from tumbaco to the specialty center easy to get to and there is parking
de tumbaco al centro de especialidades fácil de llegar y hay parqueadero,excellent administration good attention note planned work
gran cantidad de especialidades y muy buenas instalaciones,large number of specialties and very good facilities
"excelente
atención del personal de la farmacia","excellent
pharmacy staff attention"
un lugar muy difícil para parquear,a very difficult place to park
bien servicio no espere mucho por la atención,good service don't expect much for attention
me esforzaré por justificar este cinco estrellas por mi trabajo,I will endeavor to justify this five star rating for my work.
direccion exacta y alguna referencia por favor,exact address and some reference please
nadie contesta a ese numero por favor cambien el numero o contraten a alguien,"No one answers that number, please change the number or hire someone."
buenas noches una cionsulta por favor,excellent service and attention
excelente servicio y atención,complies with all biosafety standards
cumple con todas las normas de bioseguridad,It is a specialty center
es u  centro de especialidades,excellent service and first-class facilities
excelente atención y las instalaciones de primera,It includes everything and a visual tour through Google Maps
consta con todo y recorrido visual mediante google maps,excellent place north of quito
excelente lugar norte de quito,Good service and qualified staff
bien distribuido y ordenado,It's near my home
es cerca de mi vivuenda,"Good evening, a question please"
buena atención y personal calificado,excellent service
excelente servicio,well distributed and organized
normal atención con es en el iess,normal attention with es in the iess
más o menos la atención,more or less attention
es muy bueno,is very good
divino,divine
llega a tiempo,arrive on time
como llego,I was there with my 2 year old daughter the girl had a urinary tract infection she was passing blood clots from her genitals we were there twice on Saturday and the next Sunday morning the man at the reception didn't even look he had
atención de primera,first class attention
estuve ahí con mi hija de 2 años la niña tenía una infección urinaria expulsaba coágulos de sangre de sus genitales estuvimos allí dos veces el sábado y el domingo por la mañana siguiente el hombre de recepción ni siquiera miró tenía,first class attention
pésima atenciónel sistema  atención 24 horas pero no quieren atender una emergencia a la hora de la tarde para ellos es muy fácil decir que vayan al hospital del sur cuando se vive en la marta bucaram y aveces no hay recursos para tomar un taxi,"It's a shame that the attitude of the nursing section is terrible, even though they try to help and you try to say something because you don't have time for your job, that's when they get angry and the terrible attitude appears after you try to say something."
pésimo servicio los funcionarios súper groseros las instalaciones deterioradas y la manera en que se manejan muy burocrática voluntariamente no volvería a ese dispensario,very small physical space needs improvement for both the members
lastima que la actitud de la sección enfermería es pésima aunque traten de ayudar y uno trata de decir algo porque no tiene tiempo por su trabajo  es allí  cuando se encrespan y  la pésima actitud aparezca después uno trata de decir algo,"Terrible service, super rude officials, deteriorated facilities and the way they are managed, very bureaucratic, I would not voluntarily return to that dispensary"
lamentablemente la persona especial que atiende en ventanilla es muy poco amable casi cae en despota,"Terrible attention, the 24-hour attention system but they do not want to attend to an emergency in the afternoon. For them, it is very easy to say that they should go to the hospital in the south when they live in Marta Bucaram and sometimes there are no resources to take a taxi."
espacio físico muy reducido necesita mejoramiento tanto para el  para los afiliados,"a lot of paperwork to validate the maternity certificates, they send you to change them every moment"
mucho trámite para validar los certificados de maternidad te mandan a cambiar a cada momento,"Unfortunately, the special person who attends the window is very unfriendly, almost falling into a despot."
excelente atención el médico familiar es un excelente médico,good care but they don't have all the medications
atención buena pero no tienen todos los  medicamentos,excellent care the family doctor is an excellent doctor
el número está mal,the number is wrong
centro de servicios médicos del iess,IESS medical services center
atención oportuna pero lenta,timely but slow attention
hospital de atención a afiliados del iess en el sur de quito,care hospital for IESS members in the south of Quito
centro de atención médica del iess,"Best regards dear Srs Iess please indicate what happened with the South Western specialty center that is closed and there is no attention and what can be done with laboratory appointments and medical appointments, especially for elderly people and people with mobility difficulties, thank you"
mucha gente,IESS health care center
saludos cordiales estimados srs iess favor indicar que paso con el centro de especialidades sur occidental que esta cerrado y no hay atención y que se puede hacer con las citas para laboratorio y citas medicas sobre todo para personas ancianas y con difícultad para la movilidad gracias,"Terrible attention, especially in the admission area, where they receive patient requests from 8:00 a.m. to 9:00 a.m. and the doctor only sends the request at 9:30 a.m. and they do not take into account the time and how far it is to travel from the north of the city."
pésima atención sobre todo del área de admisión que reciben los pedidos de los pacientes de 8h00 a 9h00 y el doctor recién envía el pedido 9h30 y ellos no toman en cuenta el tiempo y lo lejos que resulta trasladarse de norte de la ciudad,"efficient and fast attention, very good treatment to the empathetic rx interns, very intelligent, presentable, educated and beautiful"
atención eficiente y rápida  muy buen trato a los  y empáticos pasantes de rx muy inteligentes integras presentables educadas y guapas,Many people
pésimo el trato a los afiliados si eres joven sal corriendo de allí y paga un seguro particular no hay donde dejar la bici y obligan a usar mascarilla menos los funcionarios que se  modelos si eres joven no pagues este servicio,"The treatment of members is terrible. If you are young, run out of there and pay for private insurance. There is no place to leave your bike and they force you to wear a mask, except for the officials who model themselves. If you are young, do not pay for this service."
pésimo servicio desde la señora de la ventanilla y demás trabajadores de la salud con sus excepciones desde luego mal mal de mal en peor el iesstratan al  si nos estuvieran haciendo un favor cuando nosotros aportamos mensualmente,"I just got vaccinated the professional service of the ie servers
ss excellent but Creole liveliness and lack of respect damages everything"
hoy fuimos a la vacunación contra el covid19 todos los errores iniciales superados una excelente atención eso  debe ser el servicio público felicitaciones y sigan así,"very good customer service, elegant infrastructure in addition to offering good services"
"acabo de vacunarme el servicio profesional de los servidores del ie
ss excelente pero la viveza criolla y la falta de respeto daña todo","Terrible service from the lady at the window and other health workers with their exceptions, of course, bad, bad, worse, the IESTRATAN says they were doing us a favor when we contribute monthly"
muy buena la atención al cliente una infraestructura elegante además de ofrecer buenos servicios,today we went to the vaccination against covid19 all the initial errors were overcome excellent service that should be public service congratulations and keep up the good work
alguien que me pueda decir si hoy domingo hay atención en este cetro de salud,"Can someone tell me if there is attention in this health center today, Sunday?"
no ponen los nombres de los doctores en la puerta y la chica de signos vitales no te dice dónde ir,Why don't they give a phone number for more information?
pésimo  servicio y atención al usuario demasiado tiempo de espera para  un solo trámite,"Terrible service and customer service, too much waiting time for a single procedure"
porque no ponen un numero de telefono para mayor información,good service by appointment
buena atención con cita previa,They don't put the doctors' names on the door and the vital signs girl doesn't tell you where to go.
atención con calidad y calidez,The emergency service is 247. It is functional and they respond quite quickly. The service is good compared to other IESSs. There are specialties that operate in this place during administrative hours. I don't know why it is called Iess Cotocollao. If this
emergencias atiende 247 es funcional y atienden bastante rápido la atención es buena  a otros iesss hay especialidades que operan en este lugar en horario administrativo no sé por qué se llama iess cotocollao si este,"They are not attending to me, I had to beg the guard to give me a shift. Terrible attention. I have been here since 5pm and they do not attend to me so that I have to pay if they do not attend to me. Terrible service."
no están atendiendo me tocó rogarle al guardia que me dé un turno pésima atención voy desde las 5pm  aquí y no me atienden para que se paga si no me atienden pésimo servicio,attention with quality and warmth
es limpio y funcional lamentablemente falta personal médico sanitario y administrativo las filas en servicio al usuario y farmacia son súper largas esperas de al menos 45min faltan medicinas en la farmacia y siempre se escucha decir que regresen a fin de mes que ahí de pronto y lleguen los medicamentos así desde el 2018,"Terrible service, bad management, bad administrative structure, hours to be attended to and no one gives an answer. It is not possible that only 2 doctors attend to the number of patients who arrive with different needs and the worst thing is that they"
pésimo trato lastimosamente las veces que me han dado cita allí el médico está de vacaciones y con decir venga tal fecha ya creen que resuelven el problema que ocasiona tiempo transporte las molestias etc no hay ni donde estacionar un,"It is clean and functional, unfortunately, there is a lack of medical, health and administrative personnel. The lines at customer service and the pharmacy are super long waits of at least 45 minutes. There is a lack of medicines in the pharmacy and you always hear people saying that they should come back at the end of the month, and suddenly there they will arrive. medications like this since 2018"
pésimo servicio mala gestión mala estructura administrativa horas para ser atendido y nadie da respuesta no es posible que solo atienden 2 doctores para la cantidad de pacientes que llegan con diferentes necesidades y lo peor es que se,"Bad treatment, unfortunately, the times they have given me an appointment there, the doctor is on vacation and by saying, come on that date, they think they will solve the problem that causes transportation time, inconvenience, etc. There is not even a place to park a car."
atención pésima al querer agendar un turno con el neurólogo la persona de información me indica que regrese en un mes para ver si existe turnos en éste trámite llevo más de un mes ahh sin embargo el descuento de afiliación si es,"Terrible service. When I wanted to schedule an appointment with the neurologist, the information person told me to come back in a month to see if there are any appointments available for this process. It's been more than a month. However, the membership discount is available."
fatal el día ayer fui con turno y no avisan que los doctores no van atender falta  con los pacientes y existe un número para llamar y no sirve dada la incapacidad de los trabajadores del iess que no pueden contestar una llamada igual dejo el número que había ayer en la puerta inconpetentes,fatal day yesterday I went on shift and they do not warn that the doctors are not going to attend to the patients and there is a number to call and it does not work given the incapacity of the IESS workers who cannot answer a call I still leave the number that was there yesterday at the door incompetent
lo peor que puede haber en atención al paciente no atienden no están en el puesto de trabajo si es emergencia deberían hacer su trabajo ya que su vocación tiene una gran responsabilidad con el ser humano y si estamos ahí es porque nos,"The worst thing that can happen in patient care is that they do not provide care, they are not at work, if it is an emergency, they should do their job since their vocation has a great responsibility towards human beings and if we are there it is because we are"
fila para todo el lugar se encuentra limpio se debe ir con 40 minutos de anticipación  para la fila de signos vitales y evitar perder la cita asignada,"I went to triage due to abdominal pain, it took them half an hour to take my vital signs, when they did, a Mr. Simbaña told me that I had to go to the hcam emergency because he couldn't resolve my discomfort here, by the way."
acudí al triaje por un dolor abdominal  tardaron media hora en tomarme los signos vitales cuando lo hicieron un sr apellido simbaña me dijo que tenía que ir a la emergencia del hcam porque aquí no podía resolver mi malestar por cierto,It is the worst place I have been able to attend. They are one of the worst you can see in the history of the world. Terrible personal attention.
es el peor lugar que e podido asistir son de lo peor que puede ver en la historia del mundo una atención de última pésimo personal,"iess cotocollao very fast service, very agile and above all the user service people are respectful and very fast, excellent service"
la peor atención para mi hija  fuimos por una emergencia y tuvimos que esperar 5 horas para que la atiendan  aparte de que una sola persona estaba atendiendo a los niños y  llegaban muchas personas y los atendían enseguida pero para la,"The worst care for my daughter, we went for an emergency and we had to wait 5 hours to be attended to. Apart from the fact that only one person was taking care of the children and many people arrived and they were attended to immediately, but for the"
iess cotocollao una atención muy rápida muy ágil y sobre todo las personas de atención al usuario son respetuosos y muy rápidos un excelente servicio,very delayed attention in emergencies the doctors are very busy but they are very good the staff are very friendly
muy limpio ordenado todos muy amables prestos a ayudar,"very clean, tidy, everyone very friendly, ready to help"
atención muy demorada en emergencias los médicos pasan fuull ocupados pero son muy buenos el personal son muy amables,"my experience here has always been good
Even in emergencies, they have been able to quickly resolve the patient's needs."
"mi experiencia aquí siempre ha sido buena
hasta por emergencia han sabido solventar rápido las necesidades del paciente",bad service there was a huge line to enter
mala atención había una fila enorme para ingresar,zero star in emergency triage there is only one person who attends part time more attention is required more than an hour waiting and continuing to wait not even the vital signs take you have to be in agony for them to take importance
cero estrela en emergencia el triaje solo hay una persona que atiende a medio tiempo se requiere más atención más de una hora esperando y seguir esperando ni los signos vitales toman hay que agonizar para que le tomen importancia,Horrible attention waiting more than 5 hours to be attended
la atención horrible espera de más de 5 horas para ser atendido,"Terrible attention, the consultation lasts 3 minutes and they send everyone paracetamol and loratadine
I couldn't tolerate the pain and oh surprise they sent me a vial that not even the"
"pésima atención la consulta dura 3 minutos y les mandan a todos paracetamol y loratadina
yo no toleraba el dolor y oh sorpresa me han mandado una ampolla que ni el",The line for the entire place is clean. You must go 40 minutes in advance for the vital signs line and avoid missing your assigned appointment.
atención pésima en cuánto a información y nunca contestan al número telefónico,Terrible attention in terms of information and they never answer the phone number
"buena atención lugar muy limpio
amplio baños limpios","good service very clean place
large clean bathrooms"
"pésimo servicio
médicos sin empatia tienen a adultos de la tercera edad haciendo fila en farmacia cuando ya no pueden ni sostenerse en pie",must improve patient care in all areas
debe mejorar la atención a los pacientes en todas las áreas,"terrible service
doctors without empathy have elderly adults lining up at the pharmacy when they can no longer even stand up"
pésimo servicio por parte del personal medico el día de hoy asistí por una cita y lamentablemente creo que el doctor burneo el cual me atendió es adivino porque ni siquiera me hizo un chequeo en menos de 8 minutos me dijo que tenía que,Terrible service from the medical staff Today I went for an appointment and unfortunately I think that the doctor Burneo who treated me is a fortune teller because he didn't even give me a checkup in less than 8 minutes he told me that I had to
deberían dejar entrar al paciente con un acompañante aunque no sea menor de edad porque ahí mismo tienen muchas filas y al mismo enfermo le toca estar en todos lados esperando,They should let the patient enter with a companion even if he is not a minor because they have many lines there and the patient himself has to be waiting everywhere
