wiI7pd,comentarios_traducidos
el tiempo de espera es demasiado la atención es buena pero no hay medicinas toca salir  fuera del hospital y eso está mal ya q estamos aportando,The waiting time is too much attention is good but there are no medicines to go out of the hospital and that is wrong since we are contributing
si pudiera poner 0 estrellas lo hiciera 5 horas en emergencia y nunca fue atentido mi hermano no es gratis es pagado la peor atención que verguenza de servicio,"If I could put 0 stars, I did 5 hours in emergency and my brother was never attempt, it is not free, the worst attention is paid as a service shame"
hospital del día sangolqui posee grandes y cómodas instalaciones adecuadas para los pacientes que acuden porservicios médicos a sus instalaciones constituye uno de los hospitales que conforman la red de servicios médicos delieess la,Sangolqui Day Hospital has large and comfortable appropriate facilities for patients who attend medical services to their facilities constitutes one of the hospitals that make up the Delieess Medical Services Network
falta de atención con rapidez,lack of attention quickly
es una pésima atención han pasado mas de una hora supuesta mente atendiendo un paciente y resulta q era familia del doctor se supone q emergencias se las  su nombre lo dice por emergencia me parece una falta de respeto de parte del drmoncayo de medicina general 1,It is a lousy attention has spent more than an hour supposedly attending a patient and it turns out that it was the family of the doctor. It is assumed that emergencies are called by emergency seems to me a disrespect from the Drmoncayo of General Medicine 1
este hospital está abierto las 24 horas del día pero la atención es muy mala para una  mínimo hay que esperar 4 horas aunque estés pagando por el servicio la verdad es muy deficiente creo que realmente no atienden,This hospital is open 24 hours a day but the attention is very bad for a minimum you have to wait 4 hours even if you are paying for the service the truth is very poor I think they really do not attend
es un hospital del día q presta atención 247 y cubre carias especialodades ademas cuenta con área de emergencias quirófano fisiatria consulta externa imagenología y rx atencion y club del adulto mayor y crónicos metábolicos y todos unos excelentes profesionales al servicio de los afiliados,It is a hospital of the day that pays 247 and covers special -doddes Carias also has the area of ​​operating emergencies Physiatry External consultation and RX ATTENTION AND CLUB OF THE ELDERLY AND METAL ADULT AND CHARCICS AND ALL EXCELLENT PROFESSIONALS IN THE SERVICE OF AFFILIATES
con el presidente lasso todo empeoró que pena porque ella sistema de salud en ecuador era un referente hace 10 años,With President Lasso everything got up to her because she health system in Ecuador was a reference 10 years ago
pesimo servisio  de entrada no hay una ventanilla done se pueda preguntar se le pregunta a alguna enfermera o doctora no saben nada bueno me puse en la fila donde deriban los examenes parada una hora en la fila llego a la,"Pesimo Servisio Input There is no Done window, you can ask you ask any nurse or doctor. They do not know anything good I put me in the row where the exams stop for an hour in the row I arrive at the"
pésimo servicio  el servicio pésimo la atención  por mencionarle en el área de emergencias  la atención en el sector donde se dan los turnos  uhhh esa persona que atiende  me  hay gente así que esta en esos puestos  pésimoparecía mudo  eso debe cambiar poner gente que verdaderamente sirva de algo,Lousimo service the lousy service attention to mention in the emergency area the attention in the sector where the UHHH shifts are given that person who attends to me people so it is in those Lous Posts appeared mute that must change to put people who truly serve something
la atención es un poco lenta y hay varias personas que atienden con mala actitud por supuesto no son todos pero si deja bastante que desear,The attention is a bit slow and there are several people who attend with a bad attitude of course are not all but leave enough to desire
siempre hay que hacer filas larguísimas para sacar turnos y hay que hay que ir en días diferentes para sacarlas,You always have to make long lines to get shifts and you have to go on different days to take them out
"pesimo los suministros de aseo no son los adecuados usan la misma jeringa de la medicacion para nebulizaciones fines de semanaaparte q no una guantes ni mascarilla y no se protegen con gel antibacterial
pesimo pesimo pesimo","Pesimo toilet supplies are not adequate use the same medication syringe for fog
Pesimo pesimo pesimo"
pésima atención el personal es lento e indolente además que no son capaces de atender cosas sencillas asistí a emergencias con mi hija por una fractura de brazo y después de perder más de una hora me dijeron que vaya a otro hospital porque ellos no tienen traumatologo,Last attention the staff is slow and indolent in addition that they are not able to attend simple things I attended emergencies with my daughter for an arm fracture and after losing more than an hour they told me that I go to another hospital because they do not have a traumatologist
dejan pasar a quien les dé gana por preferencias si son amigos o familiares no les hacen esperar 4 horas por emergencia,They let those who live by preferences if they are friends or family do not wait 4 hours for emergency
imposible una cita medicina general las autoridades están ausentes no hay información el call center demuestra la ineptitud de la atención no se pude conseguir cita para cuándo,"Impossible general medicine appointment The authorities are absent There is no information, the call center demonstrates the ineptitude of care, could not be obtained when"
me he operado aqui y me trataron muy bienmuy amables todos y muy profesionales sin duda una buena experiencia,I have operated here and they treated me very friendly all and very professional without a doubt a good experience
hola necesito ayuda por favor esq a mi hijo tienen q operarle de los testículos el tiene 2 años y medio pero no sé si le operen ahí mismo o le manden al vaca ortiz alguien me puede ayudar,"Hi, I need help please my son have to operate on the testicles he has 2 and a half years but I don't know if they operate right there or send Ortiz cow someone can help me"
tuve una buena atención en odontología,I had good attention in dentistry
podrían mejorar la atención a los  tener más interés en la salud,podrían mejorar la atención a los  tener más interés en la salud
la  todo hospital público para exámenes médicos se  ir a las 500 am mucha gente,The whole public hospital for medical exams will go to 500 am many people
mal muy mal 4 horas y no pueden atender a mi hijo de 6 años hasta cuando,very badly 4 hours and cannot attend to my 6 -year -old son until when
atención un poco lenta pero muy eficaz,ATTACH BUT
es el lugar donde tu familiar  por negligencia médica puede morir,It is the place where your relative due to medical negligence can die
buena atención dios bendiga a los prestadores de salud,Good attention God bless health providers
atención rápida y todo parece  se ve limpio y seguro,fast attention and everything seems clean and safe
es un buen lugar para el deporte,It's a good place for sport
excelente atención de las señoritas de información gran agilidad y eficacia,Excellent attention of information ladies great agility and efficiency
lugar moderno y buena atención,Modern place and good attention
bueno si se tiene paciencia,Well if you are patient
buena atención cuidan los procedimientos anti covid,Good attention care for anti covid procedures
excelente atención al cliente y lindo lugar,Excellent customer service and nice place
la experiencia en el área de fisioterapia es excelente,The experience in the physiotherapy area is excellent
muy buena atención y hasta en la noche,Very good attention and even at night
todavia no graciss,Not yet thanks
bueno la atencion no es todo de lo mejor pero algo es algo,Well attention is not all the best but something is something
seguro social que podría decir,Social Security that could say
buen servcio de atención medical,Good Medical Care Service
muy mala atencion,Very bad attention
excelente la atención,Excellent attention
muy util,very useful
atención a tiempo y cordial,Time and cordial attention
pesima atención,Weight attention
por este hospital,For this hospital
un lugar muy limpio,A very clean place
hospital solo para asegurados al iess,Hospital only for IESS insured
faltan parqueaderos,Parking
falta estacionamientos,Missing parking
cómodo,comfortable
pésimo,appalling
un poco demoroso,A little delay
atencion lenta,Slow attention
no son tan ágiles,They are not so agile
ecelente atención,excellent attention
lejos lejos,far far
exito,success
buenos profesionales,Good professionals
la atencion es buena,ATTENTION IS GOOD
muy buen hospital,Very good hospital
lleno de gente sin plazas de aparcamiento,full of people without parking spaces
reducir,reduce
el día de hoy mi hija tenía cita cita médica pero la pediatra no quiso atenderle ahí nadie hacia nada más que conversar y estar en el celular hasta la dra déspota prefirió no atender a mi hija que le dije que está enferma con fiebre y,Today my daughter had a medical appointment but the pediatrician did not want
pésima la atención la señorita de agendamiento de turnos atiende a los pacientes sin amabilidad y es una patada grosera diciendome de manera grosera y alzandote la voz que ella no da informaciónes y que me valla a otro lado  primo pésimo pésimo el personal,Loss attention the lady of schedule of shift attends to patients without kindness and is a rude kick telling me rudely and raising you the voice that she does not give information and that features myself to the other side cousin lousy the staff the staff
no hay derivaciones ni tampoco para examen de control y la pediatra que atendió a mi hijo que actitud tan fea y cuando uno va a sacar cita solo hay en ese lugar  tampoco me dieron medicina ni nada pésimo servicio ir desde lejos para que lo traten así,There are no referrals or for control exam and the pediatrician who attended my son what an ugly attitude and when one is going to get an appointment there are only in that place they did not give me medicine or anything bad service to go from afar to treat him so
"fui a una revisión te atienden con las puertas abiertas no hay privacidad el médico que me atendió no me preguntó absolutamente nada me dijo a qué viene 
tuve que esperar 130 para retirar medicina de la farmacia no había nada","I went to a review they serve you with the open doors, there is no privacy. The doctor who attended me did not ask me absolutely nothing told me what is coming to
I had to wait 130 to remove pharmacy medicine there was nothing"
mi hija tuvo cita con una pediatra pero ella muy arrogante ni siquiera me escuchó cuando trate de explicar la situación de mi hija me interrumpía y de mala gana me dijo que ya me iban a llamar para que mi hija pueda ser intervenida ya,My daughter had an appointment with a pediatrician but she did not even listen to me when she tried to explain the situation of my daughter interrupted me and reluctantly told me that they were already going to call me so that my daughter can be intervened already
no hay turnos por  no hay medicinas no atienden en el laboratorio para el agendamiento de citas en la tarde no hay reactivos para exámenes de laboratorio por ende no dan cita para exámenes de laboratorio dan citas para exámenes de imagen después de 4 meses todo un desastre con este gobierno,There are no shifts because of no medicines do not attend to the laboratory for appointment schedule in the afternoon there are no reagents for laboratory exams thereThis government
se puede mejorar la atención a los pacientes en las áreas en dónde se toma de turnos para los exámenes y también en farmacia,Attention to patients can be improved in areas where exams are taken for exams and also in pharmacy
"no sé para que se asigna citas si los médicos no atienden a tiempo se llega con tiempo respetando lo que indican pero no atienden
las enfermeras no dan información y se pasan conversando en lugar de ayudar
este servicio no es gratuito mensualmente pagamos por el se debe mejorar","I do not know to assign appointments if doctors do not attend to time you arrive with time respecting what they indicate but do not attend
Nurses do not give information and spend talking instead of helping
This service is not free monthly we pay for it must be improved"
excelente y oportuna atención llegue antes de la hora indicada y me atendieron inmediatamente la dra lina guamaní endocrinóloga muy profesional y atenta felicidades de los pocos hospitales del iess donde tratan bien al paciente,Excellent and timely care arrives before the indicated time and I immediately attended the very professional endocrinologist Dr. Lina Guamani
terrible  la peor atención de las enfermeras ayudantes que orden la cédula peso etc y un médico déspota no piden de favor ni saben preguntar sin modales algunos fue en el 3er piso y el peor servicio,Terrible the worst attention of the assistant nurses who order the weight ID etc etc
atendieron muy bien a mi novia además nos ayudaron agendando otra cita en el mismo lugar sigan así,"They attended my girlfriend very well, they also helped us by schedule another appointment in the same place continue like this"
la primera vez la grosera fue una enfermera ahora una doctora apellido rengel nereida de pediatría  que debería tener tino al decir algo o dar un diagnóstico que imposible que lo de en unos minutos y decirle autista a mi hijo de nuevas a,The first time the rude was now a doctor surname rengel Nereida de Pediatrics who should have Tino by saying something or giving a diagnosis that impossible that in a few minutes and tell my son of new to new to
un edificio muy grande  de especialidades para informar que  los laboratorios no sirven,A very large building of specialties to inform that laboratories do not work
no buscan curar a los afiliados nadie controla la mala atención de los médicos,They do not seek to cure affiliates anyone controls the bad attention of doctors
terrible hospital las enfermeras tienen el ego tan alto que alguien les diga que no son médicas y son simples enfermeras que irás te tratan con desprecio pides información señalan y se van de verdad que ineficiente este hospital,Terrible hospital the nurses have the ego so high that someone tells them that they are not medical and they are simple nurses that you will go with contempt they ask for information and they really go to the inefficient this hospital
buena atención pero no hay medicinas ni turnos cercanos,Good attention but there are no nearby medicines or turns
a ultimo momento me llamaron a cancelar mi cita para la cual espere 2 meses y me reagendan para dentro de 1 mes mas no es la clínica es el iess en general es el colmo el mal servicio que dan a los ecuatorianos,Last moment they called me to cancel my appointment for which I expect 2 months and they reage me for within 1 month but it is not the clinic is the IESS in general is the height the bad service they give to Ecuadorians
excelente servicio cuando se llega a tiempo,excellent service when you get on time
hospital que queda en el norte de la ciudad buena atención con gran variedad de especialidades,Hospital that remains in the north of the city good attention with a great variety of specialties
pésima atención y coordinación se tiene una cita específica después de meses y dicen que se cambia la fecha nuevamente por qué el dr no está o simplemente algo surgió el tiempo que damos a cada actividad realizada no me devuelve el tiempo,Step attention and coordination there is a specific appointment after months and they say that the date is changed again why the DR is not or just something arose the time we give to each activity carried out does not return my time
soy paciente crónica de que sirve que me atiendan y me hagan exámenes si por lo general nunca recibo la medicina dice llame a tal número para que pregunte si ya llega la medicina y de que sirve si igual nunca de los nuncas contestan son una baina,I am a chronic patient that it is useful that they serve me and take exam
el centro de  del pueblo  ponceano es limpio amplio,The center of the Ponceano people is wide clean
fui a odontología a una profilaxis  la profesional se tardó 4 minutos en el procedimiento  en otros establecimientos filiales es muchisimo mejor realizan el,"I went to dentistry to a prophylaxis, the professional took 4 minutes in the procedure in other filial establishments, it is much better to perform the"
el pediatra que atendio a mi niña fue demaciado parco nada profecional le lleve a mi niña  de 1 año 3 meses de ead con malestar estomacal este medico dijo que solo esta tratando afecciones respiratorias extendio la receta,The pediatrician who attended my girl was too much parco
pésimo nadie da una buena atencion no guían al paciente te indican mal a dónde es que se tiene que acercarse y por eso  se pierden los turnos pésima atención la draguerrero de medicina interna se le explica y solo dice q vuelva a coger otro turno y todo por un minuto,"Lousy nobody gives good care does not guide the patient, they badly indicate where it has to be approached and that is why the turning shifts are lost, the Draguerrero of Internal Medicine is explained and only says that he will take another turn and everything forone minute"
hoy día a las 10h00 tenia que venir al domicilio la doctora geriatra para ver a mi papá jorge lopez de 83 añosson las 12h33 y no llega ni llama,Today at 10h00 the Dr. Geriatra had to come to the home to see my 83 -year -old Jorge Lopez are 12h33 and does not arrive or call
se supone que es un centro de especialidades es decir casi un hospital debe existir la  tal no hay limpieza de baños peor aún no tiene rollos de papel,"It is supposed to be a specialties center, that is, almost a hospital must exist such no bathroom cleaning still has no paper rolls"
los estacionamientos son suficientes pero muy estrechos y los usuarios no respetan las áreas correspondientes y se estacionan cómo deben y no hay autoridad que haga respetar sería conveniente que amplíen las especialidades de atención,The parking lots are sufficient but very narrow and the users do not respect the corresponding areas and are parked how there should and there is no authority to enforce it would be convenient for them to expand the specialties of attention
hoy día sábado 27 de mayo de 2017 asistimos con mi madre a su cita médica en medicina general la pregunta que me hice fue este edifico es una funeraria o un dispensario era un edificio frío y abandonado  como no había nadie sólo la srta,"Today, Saturday, May 27, 2017, we attend with my mother to her medical appointment in General Medicine. The question I asked me was this building is a funeral or a dispensary was a cold and abandoned building as there was no one just the Miss only"
el centro de  del pueblo se muestra una muy cómoda infraestructura no tengo automóvil así que vine a pie desde la av eloy alfaro y gracias a maps logré llegar fui atendido excelente y me voy contento eso sí todo,The center of the town is a very comfortable infrastructure I do not have a car so I came on foot from the Av Eloy Alfaro and thanks to Maps I managed to arrive I was attended excellent and I am happy that yes everything
en farmacia deberian agilizar la atención aumentar mas personal no solo una persona se espera demasiado tiempo mas de 30 minutos siendo un centro de salud debe evitarse la conglomeración de personas,"In pharmacy they should expedite more personnel. Not only one person is expected too much more than 30 minutes being a health center, the conglomeration of people should be avoided"
el centro de  del pueblo se encuentra al norte de la ciudad de quito cuenta con una gran infraestructura amplias salas de espera señalética adecuada para guiarse dentro del hospital buena atención del personal y parqueadero para visitantes en general buena atencion,The center of the town is located north of the city of Quito has a large infrastructure wide signal waiting rooms adequate to guide themselves within the Hospital Good Attention of the staff and parking for visitors in general good attention
nunca contestan el telefono a los afiliados me parece un maltrato de parte del centro no vamos a ir solo por una inquietud tan lejos,They never answer the phone to the affiliates seems to me a mistreatment from the center we are not going to go alone for such a far concern
pésima atención nunca tienen medicina y  si estuvieran de apuro cuando lo único que tienen pendiente se nota que es la conversa entre ellos no cojan citas aqui cero,Last attention they never have medicine and if they are hurry when the only thing they have pending it is noticeable that it is the conversation between them do not take quotes here zero
no contestan el número de teléfono a los afiliados está muy lejos para ir por una inquietud me parece muy mal eso porfavor cambien eso gracias,They do not answer the phone number to the affiliates is very far to go for a restlessness seems very bad that please change that thanks
debería haber un control de tránsito en las afueras ya que los taxistas se estacionan donde les da la  siempre y causan malestar en el trafico,There should be a traffic control on the outskirts since taxi drivers are parking where they always give them and cause traffic discomfort
pésimo servicio no se saca uno yendo allá si nunca tienen medicinas no se para que nos descuentan cada mes  si no hay un buen servicio,lousy service does not take one going there if they never have medicines I do not know that they discount each month if there is no good service
la sala de espera está en el parqueadero y ahí mujeres embarazadas perdonas de la tercera edad aguantando frío deberían dar aunque sea una carpa para que no aguanten frío,The waiting room is in the parking lot and there pregnant women forgives of the elder
mi hija tuvo atencion en pediatria 8 dias debe hacerse examenes copro y de hemo el señor de la recepcion me pidio el numero telefono y me dijo que me llamaria en 48 horas para asignarme fecha para los examenes de laboratorio 8 dias,My daughter had attention in Pediatria 8 days should be done copro and hemo exam
excelente trato hoy asistí por primera vez a este centro médico y la tención fue muy buenael pediatra tuvo fucifiente tiempo para  poder explicarme la situación de mi hijo  administrar la medicación,Excellent treatment today I attended this medical center for the first time and the Tent was very good the pediatrician had a fucifent time to explain my son's situation to manage medication
el personal de enfermería de laboratorio de no tiene buena actitud con los pascientes el lugar tiene excelente infraestructura y dotado de equipos de punta tiene pocos lugares de estacionamiento,"Laboratory nursing staff does not have a good attitude with the passionate, the place has excellent infrastructure and equipped with cut -off equipment has few parking spaces"
la atención es buena la doctora de ginecología me atendió muy bien,The attention is good the gynecology doctor attended me very well
pésimo nadie da una buena atencion no guían al paciente te hacen esperar y pierdes los turnos pésima atención,Lousimo nobody gives good attention do not guide the patient make you wait and you lose your very bad care.
fui de urgencia con mi hijo el médico le diagnosticó rinitis y lo que tenía es hepatogamia además me dijo que no debía ir a urgencias y pedir cita,"I was urgently with my son, the doctor diagnosed him rhinitis and what he had is hepatogamia, he also told me that he should not go to the emergency room and make an appointment"
el servicio médico es muy bueno las instalaciones  muy buenas no tiene emergencia  y ahora no se puede pedir cita directamente  en ciertas  especialidades y el call  center  nunca te da cita en este centro,The medical service is very good the very good facilities has no emergency and now you can not make an appointment directly in certain specialties and the Call Center never gives you meet in this center
pésima atencion es una perdida de tiempo los médicos solo pueden recetar paracetamol y hacen el diagnostico al ojo ni un solo examenla atención no es un favor es un beneficio por el cual los afiliados pagamos mensualmente no es gratis,Last attention is a wast
pésimo lugar para tu vida,lousy place for your life
l atención al público tienen que mejorar nuestros aportes sostienen este sitio pues nos merecemos mejor atención,l ATTENTION TO THE PUBLIC They have to improve our contributions sustain this site because we deserve better attention
terrible la atención  la última rueda del coche será el afiliado y el número de teléfono nunca responden,Terrible attention The last wheel of the car will be the affiliate and the phone number never respond
se llama al teléfono que aparece en la página pero no contestan mal servicio deben suspender y no hacer perder el tiempo,It is called the phone that appears on the page but they do not answer poor service must suspend and not waste time
la atención debería mejorar mucho tanto en más personal capacitado y con buenas relaciones humanas,Attention should greatly improve in more trained personnel and with good human relationships
muy puntuales los accesos amplios una buena información la atención de primera,Very punctual wide accesses good information the first attention
es un lugar amplio mederno muy buena atención al paciente y al publico,It is a broad place very good attention to the patient and the public
muy limpio baños de calidad atención médica muy buena personal administrativo muy amable y presto a ayudar,very clean quality bathrooms very good administrative staff very friendly and lend to help
hay varios especialista que me atendieron médico general e internista para luego derivarme al hospital carlos andrade marín,There are several specialist who attended me general and internist and then derived to the Carlos Andrade Marín hospital
la mala atención a los asegurados es la constante de este lugar y aparte de eso no tienen medicina para entregar,The poor attention to the insured is the constant of this place and apart from that they do not have medicine to deliver
la atención es buena pero el no poder pedir cita para  la continuación de un tratamiento,The attention is good but not being able to make an appointment for the continuation of a treatment
excelente dispensario para consultas no se realizan procedimientos y no tiene emergencias son consultorios medicos,Excellent Dispensary for Consultations No procedures are carried out and they have no emergencies are medical offices
no hay atención en especialidades,There is no attention in specialties
me atienden bien solo me preocupa la medicina que nunca hay,"They serve me well, I am only worried about the medicine that there are never"
no sé para qué ponen el número de teléfono en la página si nadie atiende no tienen personal o qué es lo qué pasa o simplemente pésimo servicio del iess lo cual no es de extrañar,I do not know what they put the phone number on the page if nobody attends to have no staff or what is what happens or simply lousy IESS service which is not surprising
"excelentes instalaciones
 facilidad de parqueo
 rápida atención","excellent facilities
Ease of parking
fast attention"
lo bueno que ahí en ese lugar existe taxis para poder movilizar tanto de  de regreso,The good thing there is taxis in that place to mobilize so much back
es un dispensario de consultorios médicos conseguidas citas previamente por  llamada,It is a medical offices dispensary obtained previously by call
buena atención pero gran dificultad para llegar,Good attention but great difficulty arriving
hermosa infraestructura pero con el mismo retardo de siempre y nunca contestan los teléfonos,Beautiful infrastructure but with the same usual delay and never answer the phones
buena atención se demoran en atender pero hay buena predisposición,good attention are delayed to attend but there is good predisposition
en general es bueno el agendamiendo de citas sigue siendo un problema,"In general, the appointment schedule is good is still a problem"
por q la atencion es buena y con todas las medidas de seguridad,because the attention is good and with all security measures
este centro por lo general está vacío y toman todas las medidas de seguridad,This center is usually empty and take all security measures
es un lugar limpio de buenos accesos una atención buena,It is a clean place of good accesses good attention
excelente administración buena atención de nota el trabajo planificado,Excellent administration good note attention planned
de tumbaco al centro de especialidades fácil de llegar y hay parqueadero,of Tumbaco to the specialties center easy to arrive and there is parking lot
gran cantidad de especialidades y muy buenas instalaciones,a lot of specialties and very good facilities
"excelente
atención del personal de la farmacia","excellent
Pharmacy staff care"
un lugar muy difícil para parquear,A very difficult place for parking
bien servicio no espere mucho por la atención,Good service does not wait much for attention
me esforzaré por justificar este cinco estrellas por mi trabajo,I will strive to justify this five stars for my work
direccion exacta y alguna referencia por favor,Exact address and some reference please
nadie contesta a ese numero por favor cambien el numero o contraten a alguien,No one answers that number please change the number or hire someone
buenas noches una cionsulta por favor,Good night a consultation please
excelente servicio y atención,Excellent service and attention
cumple con todas las normas de bioseguridad,meets all biosafety standards
es u  centro de especialidades,It is a specialty center
excelente atención y las instalaciones de primera,Excellent attention and first facilities
consta con todo y recorrido visual mediante google maps,It consists with everything and visual tour through Google Maps
excelente lugar norte de quito,Excellent North Place of Quito
bien distribuido y ordenado,well distributed and tidy
es cerca de mi vivuenda,It's close to my home
buena atención y personal calificado,Good attention and qualified personnel
excelente servicio,excellent service
normal atención con es en el iess,Normal attention with is in the IESS
más o menos la atención,more or less attention
es muy bueno,is very good
divino,divine
llega a tiempo,arrive on time
como llego,how do I arrive
atención de primera,First Attention
estuve ahí con mi hija de 2 años la niña tenía una infección urinaria expulsaba coágulos de sangre de sus genitales estuvimos allí dos veces el sábado y el domingo por la mañana siguiente el hombre de recepción ni siquiera miró tenía,"I was there with my 2 -year -old daughter, the girl had a urinary infection expelled blood clots from her genitals we were there twice on Saturday and Sunday morning the man of reception did not even look"
pésima atenciónel sistema  atención 24 horas pero no quieren atender una emergencia a la hora de la tarde para ellos es muy fácil decir que vayan al hospital del sur cuando se vive en la marta bucaram y aveces no hay recursos para tomar un taxi,Step Care for 24 hours Care but do not want to attend an emergency at the afternoon for them it is very easy to say that they go to the southern hospital when they live in Marta Bucaram and sometimes there are no resources to take a taxi
pésimo servicio los funcionarios súper groseros las instalaciones deterioradas y la manera en que se manejan muy burocrática voluntariamente no volvería a ese dispensario,Lousimo Service Super rude officials deteriorated facilities and the way in which very bureaucratic handle they would not return to that dispensary
lastima que la actitud de la sección enfermería es pésima aunque traten de ayudar y uno trata de decir algo porque no tiene tiempo por su trabajo  es allí  cuando se encrespan y  la pésima actitud aparezca después uno trata de decir algo,It hurts that the attitude of the nursing section is bad even if they try to help and one tries to say something because he does not have time for his work is there when they are frightened and the bad attitude appears later one tries to say something
lamentablemente la persona especial que atiende en ventanilla es muy poco amable casi cae en despota,Unfortunately the special person who attends to the window is very uncommon
espacio físico muy reducido necesita mejoramiento tanto para el  para los afiliados,Very small physical space needs improvement for both affiliates
mucho trámite para validar los certificados de maternidad te mandan a cambiar a cada momento,Much procedure to validate maternity certificates send you to change at every moment
excelente atención el médico familiar es un excelente médico,Excellent attention The family doctor is an excellent doctor
atención buena pero no tienen todos los  medicamentos,Good attention but do not have all medications
el número está mal,The number is wrong
centro de servicios médicos del iess,IESS Medical Services Center
atención oportuna pero lenta,timely but slow attention
hospital de atención a afiliados del iess en el sur de quito,IESS affiliate care hospital in Quito
centro de atención médica del iess,IESS Medical Care Center
mucha gente,Many people
saludos cordiales estimados srs iess favor indicar que paso con el centro de especialidades sur occidental que esta cerrado y no hay atención y que se puede hacer con las citas para laboratorio y citas medicas sobre todo para personas ancianas y con difícultad para la movilidad gracias,Cordial greetings estimated srs iesss indicate that I pass with the South Western Specialties Center that is closed and there is no attention and that can be done with laboratory appointments and medical appointments especially for elderly people and with default for mobility thanks
pésima atención sobre todo del área de admisión que reciben los pedidos de los pacientes de 8h00 a 9h00 y el doctor recién envía el pedido 9h30 y ellos no toman en cuenta el tiempo y lo lejos que resulta trasladarse de norte de la ciudad,"Last attention, especially from the admission area received by the orders of patients from 8h00 to 9h00 and the doctor just sends the order 9h30 and they do not take into account the time and how far it is to move from north of the city"
atención eficiente y rápida  muy buen trato a los  y empáticos pasantes de rx muy inteligentes integras presentables educadas y guapas,Efficient and rapid attention very good treatment of very intelligent integral and guapas integral internships
pésimo el trato a los afiliados si eres joven sal corriendo de allí y paga un seguro particular no hay donde dejar la bici y obligan a usar mascarilla menos los funcionarios que se  modelos si eres joven no pagues este servicio,Lousimo the treatment of the affiliates if you are young running from there and pays a particular insurance there is nowhere to leave the bike and force the use of the officials who are models if you are young do not pay this service
pésimo servicio desde la señora de la ventanilla y demás trabajadores de la salud con sus excepciones desde luego mal mal de mal en peor el iesstratan al  si nos estuvieran haciendo un favor cuando nosotros aportamos mensualmente,lousy service from the lady of the window and other health workers with their exceptions of course evil from evil to worse the iesstrata to if they were doing a favor when we contribute monthly
hoy fuimos a la vacunación contra el covid19 todos los errores iniciales superados una excelente atención eso  debe ser el servicio público felicitaciones y sigan así,Today we went to vaccination against COVID19 all initial errors exceeded excellent attention that must be the public service congratulations and continue like this
"acabo de vacunarme el servicio profesional de los servidores del ie
ss excelente pero la viveza criolla y la falta de respeto daña todo","I just vaccinated the professional service of IE servers
SS excellent but Creole liveliness and lack of respect damages everything"
muy buena la atención al cliente una infraestructura elegante además de ofrecer buenos servicios,Very good customer service an elegant infrastructure in addition to offering good services
alguien que me pueda decir si hoy domingo hay atención en este cetro de salud,Someone who can tell me if today Sunday there is attention in this health scepter
no ponen los nombres de los doctores en la puerta y la chica de signos vitales no te dice dónde ir,They do not put the names of the doctors at the door and the girl with vital signs does not tell you where to go
pésimo  servicio y atención al usuario demasiado tiempo de espera para  un solo trámite,lousy service and user service too much waiting time for a single procedure
porque no ponen un numero de telefono para mayor información,because they do not put a phone number for more information
buena atención con cita previa,good attention with previous appointment
atención con calidad y calidez,quality with quality and warmth
emergencias atiende 247 es funcional y atienden bastante rápido la atención es buena  a otros iesss hay especialidades que operan en este lugar en horario administrativo no sé por qué se llama iess cotocollao si este,Emergencies attends 247 It is functional and they serve the attention is quite fast it is good to other IESSS there are specialties that operate in this place in administrative schedule I do not know why it is called iss Cotocollao if this
no están atendiendo me tocó rogarle al guardia que me dé un turno pésima atención voy desde las 5pm  aquí y no me atienden para que se paga si no me atienden pésimo servicio,They are not attending I had to beg the guard to give me a bad turn I go from 5pm here and do not serve me to pay if they do not serve me bad service
es limpio y funcional lamentablemente falta personal médico sanitario y administrativo las filas en servicio al usuario y farmacia son súper largas esperas de al menos 45min faltan medicinas en la farmacia y siempre se escucha decir que regresen a fin de mes que ahí de pronto y lleguen los medicamentos así desde el 2018,It is clean and functional unfortunately lack of health and administrative personmedications like this since 2018
pésimo trato lastimosamente las veces que me han dado cita allí el médico está de vacaciones y con decir venga tal fecha ya creen que resuelven el problema que ocasiona tiempo transporte las molestias etc no hay ni donde estacionar un,Lousimous treatment pitifully the times that the doctor has met me there and with saying such a date they already believe that they solve the problem that causes time transporting the inconvenience etc. there is where to park a
pésimo servicio mala gestión mala estructura administrativa horas para ser atendido y nadie da respuesta no es posible que solo atienden 2 doctores para la cantidad de pacientes que llegan con diferentes necesidades y lo peor es que se,bad service bad management bad administrative structure hours to be treated and nobody responds it is not possible that they only attend 2 doctors for the number of patients who arrive with different needs and the worst thing is that
atención pésima al querer agendar un turno con el neurólogo la persona de información me indica que regrese en un mes para ver si existe turnos en éste trámite llevo más de un mes ahh sin embargo el descuento de afiliación si es,Lousimal attention when I want
fatal el día ayer fui con turno y no avisan que los doctores no van atender falta  con los pacientes y existe un número para llamar y no sirve dada la incapacidad de los trabajadores del iess que no pueden contestar una llamada igual dejo el número que había ayer en la puerta inconpetentes,Fatal the day yesterday I went with turn and do not warn that doctors are not attending to the patients and there is a number to call and it does not serve the inability of the IESS workers who cannot answer a call equal left the number that there was yesterdayAt the incompetent door
lo peor que puede haber en atención al paciente no atienden no están en el puesto de trabajo si es emergencia deberían hacer su trabajo ya que su vocación tiene una gran responsabilidad con el ser humano y si estamos ahí es porque nos,The worst thing there may be in patient care do not attend to the job if it is an emergency should do their job since their vocation has a great responsibility with the human being and if we are there it is because we
